HOG	OG	Gene Tree Parent Clade	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125.1_protein	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515.1_protein	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235.1_protein	cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135.1_protein
N3.HOG0000926	OG0000730	n0			WP_012595590.1		WP_044106095.1	WP_119259719.1
N3.HOG0000927	OG0000731	n0			WP_012595420.1		WP_044105837.1	WP_119259476.1
N3.HOG0000928	OG0000732	n0			WP_012595421.1		WP_044105838.1	WP_119259477.1
N3.HOG0000929	OG0000733	n0			WP_203427726.1		WP_044106836.1	WP_119260715.1
N3.HOG0000930	OG0000734	n0			WP_012596865.1		WP_044107624.1	WP_119261050.1
N3.HOG0000931	OG0000735	n0			WP_012593490.1		WP_044106742.1	WP_119260794.1
N3.HOG0000932	OG0000736	n0			WP_012594613.1		WP_044105890.1	WP_119259532.1
N3.HOG0000933	OG0000737	n0			WP_012593944.1		WP_044105583.1	WP_119259282.1
N3.HOG0000934	OG0000738	n0			WP_012593512.1		WP_044107063.1	WP_119260518.1
N3.HOG0000935	OG0000739	n0			WP_012595176.1		WP_044106927.1	WP_119260631.1
N3.HOG0000936	OG0000740	n0			WP_012595177.1		WP_044106926.1	WP_119260632.1
N3.HOG0000937	OG0000741	n0			WP_012595178.1		WP_044106924.1	WP_119260633.1
N3.HOG0000938	OG0000742	n0			WP_012595179.1		WP_044106923.1	WP_119260634.1
N3.HOG0000939	OG0000743	n0			WP_012595180.1		WP_044106921.1	WP_119260635.1
N3.HOG0000940	OG0000744	n0			WP_012593420.1		WP_044106983.1	WP_119260583.1
N3.HOG0000941	OG0000745	n0			WP_012595306.1		WP_145972286.1	WP_119260687.1
N3.HOG0000942	OG0000746	n0			WP_015785366.1		WP_044105873.1	WP_119259513.1
N3.HOG0000943	OG0000747	n0			WP_012596612.1		WP_044106065.1	WP_119259694.1
N3.HOG0000944	OG0000748	n0			WP_012597203.1		WP_044106717.1	WP_119260812.1
N3.HOG0000945	OG0000749	n0			WP_012595705.1		WP_044106516.1	WP_119260041.1
N3.HOG0000946	OG0000750	n0			WP_012595704.1		WP_044106518.1	WP_119260042.1
N3.HOG0000947	OG0000751	n0			WP_012596761.1		WP_044107123.1	WP_119260457.1
N3.HOG0000948	OG0000752	n0			WP_012596760.1		WP_044107121.1	WP_119260458.1
N3.HOG0000949	OG0000753	n0			WP_012594378.1		WP_044106197.1	WP_119259795.1
N3.HOG0000950	OG0000754	n0			WP_012593507.1		WP_044107058.1	WP_119260522.1
N3.HOG0000951	OG0000755	n0			WP_012594564.1		WP_052470642.1	WP_232014495.1
N3.HOG0000952	OG0000756	n0			WP_015785239.1		WP_044105982.1	WP_119259620.1
N3.HOG0000953	OG0000757	n0			WP_015785240.1		WP_044105980.1	WP_119259619.1
N3.HOG0000954	OG0000758	n0			WP_012595314.1		WP_044106300.1	WP_119259868.1
N3.HOG0000955	OG0000759	n0			WP_012595829.1		WP_044107222.1	WP_119260376.1
N3.HOG0000956	OG0000760	n0			WP_012595051.1		WP_044105856.1	WP_119259496.1
N3.HOG0000957	OG0000761	n0			WP_012595688.1		WP_044106907.1	WP_119260651.1
N3.HOG0000958	OG0000762	n0			WP_012595796.1		WP_044106062.1	WP_119259691.1
N3.HOG0000959	OG0000763	n0			WP_012597169.1		WP_044105631.1	WP_119259318.1
N3.HOG0000960	OG0000764	n0			WP_012594964.1		WP_044105473.1	WP_119260148.1
N3.HOG0000961	OG0000765	n0			WP_012594961.1		WP_044105472.1	WP_119260149.1
N3.HOG0000962	OG0000766	n0			WP_012595882.1		WP_044106871.1	WP_044106871.1
N3.HOG0000963	OG0000767	n0			WP_012595269.1		WP_044106296.1	WP_119259867.1
N3.HOG0000964	OG0000768	n0			WP_012593863.1		WP_044105553.1	WP_119260118.1
N3.HOG0000965	OG0000769	n0			WP_241392674.1		WP_084220219.1	WP_232014607.1
N3.HOG0000966	OG0000770	n0			WP_012593566.1		WP_044106586.1	WP_119260091.1
N3.HOG0000967	OG0000771	n0			WP_012596800.1		WP_070104606.1	WP_119260019.1
N3.HOG0000968	OG0000772	n0			WP_012593983.1		WP_044107203.1	WP_119260393.1
N3.HOG0000969	OG0000773	n0			WP_012593647.1		WP_044107673.1	WP_119260496.1
N3.HOG0000970	OG0000774	n0			WP_015957437.1		WP_044106374.1	WP_119259929.1
N3.HOG0000971	OG0000775	n0			WP_012595333.1		WP_044105842.1	WP_119259480.1
N3.HOG0000972	OG0000776	n0			WP_012594310.1		WP_044107201.1	WP_119260395.1
N3.HOG0000973	OG0000777	n0			WP_012594501.1		WP_044107070.1	WP_119260512.1
N3.HOG0000974	OG0000778	n0			WP_012594500.1		WP_171816426.1	WP_172582073.1
N3.HOG0000975	OG0000779	n0			WP_012594875.1		WP_171816361.1	WP_119260969.1
N3.HOG0000976	OG0000780	n0			WP_012596534.1		WP_044106891.1	WP_119260662.1
N3.HOG0000977	OG0000781	n0			WP_012596893.1		WP_044107554.1	WP_119259615.1
N3.HOG0000978	OG0000782	n0			WP_012597008.1		WP_044106348.1	WP_119259908.1
N3.HOG0000979	OG0000783	n0			WP_012597007.1		WP_232509861.1	WP_232014574.1
N3.HOG0000980	OG0000784	n0			WP_203427711.1		WP_044106572.1	WP_232014586.1
N3.HOG0000981	OG0000785	n0			WP_012593632.1		WP_044106020.1	WP_119259657.1
N3.HOG0000982	OG0000786	n0			WP_012593631.1		WP_044106021.1	WP_119259658.1
N3.HOG0000983	OG0000787	n0			WP_012593630.1		WP_044106022.1	WP_119259659.1
N3.HOG0000984	OG0000788	n0			WP_012593629.1		WP_044106023.1	WP_119259660.1
N3.HOG0000985	OG0000789	n0			WP_012593628.1		WP_044106025.1	WP_119259661.1
N3.HOG0000986	OG0000790	n0			WP_012593627.1		WP_044106026.1	WP_119259662.1
N3.HOG0000987	OG0000791	n0			WP_012593626.1		WP_044106027.1	WP_119259663.1
N3.HOG0000988	OG0000792	n0			WP_012593625.1		WP_044106028.1	WP_119259664.1
N3.HOG0000989	OG0000793	n0			WP_012593624.1		WP_044106029.1	WP_119259665.1
N3.HOG0000990	OG0000794	n0			WP_012593622.1		WP_044106032.1	WP_119259667.1
N3.HOG0000991	OG0000795	n0			WP_012593621.1		WP_044106033.1	WP_119259668.1
N3.HOG0000992	OG0000796	n0			WP_012593620.1		WP_044106034.1	WP_119259669.1
N3.HOG0000993	OG0000797	n0			WP_012593619.1		WP_044106036.1	WP_119259670.1
N3.HOG0000994	OG0000798	n0			WP_012593618.1		WP_044106037.1	WP_119259671.1
N3.HOG0000995	OG0000799	n0			WP_012593617.1		WP_044106038.1	WP_119259672.1
N3.HOG0000996	OG0000800	n0			WP_012593616.1		WP_044106039.1	WP_119259673.1
N3.HOG0000997	OG0000801	n0			WP_012593615.1		WP_044106040.1	WP_119259674.1
N3.HOG0000998	OG0000802	n0			WP_012593614.1		WP_044106041.1	WP_119259675.1
N3.HOG0000999	OG0000803	n0			WP_012593613.1		WP_044106042.1	WP_119259676.1
N3.HOG0001000	OG0000804	n0			WP_012593612.1		WP_044107563.1	WP_085433775.1
N3.HOG0001001	OG0000805	n0			WP_012593610.1		WP_044106043.1	WP_119259677.1
N3.HOG0001002	OG0000806	n0			WP_012593609.1		WP_044106045.1	WP_044106045.1
N3.HOG0001003	OG0000807	n0			WP_041229708.1		WP_044107565.1	WP_119260921.1
N3.HOG0001004	OG0000808	n0			WP_012593607.1		WP_044106046.1	WP_119259678.1
N3.HOG0001005	OG0000809	n0			WP_012593606.1		WP_044106047.1	WP_119259679.1
N3.HOG0001006	OG0000810	n0			WP_012593605.1		WP_044106049.1	WP_119259680.1
N3.HOG0001007	OG0000811	n0			WP_012593589.1		WP_044106054.1	WP_119259683.1
N3.HOG0001008	OG0000812	n0			WP_012595686.1		WP_044107468.1	WP_119260178.1
N3.HOG0001009	OG0000813	n0			WP_012594255.1		WP_044106524.1	WP_119260045.1
N3.HOG0001010	OG0000814	n0			WP_012594256.1		WP_044106522.1	WP_119260044.1
N3.HOG0001011	OG0000815	n0			WP_012596187.1		WP_044106239.1	WP_119259827.1
N3.HOG0001012	OG0000816	n0			WP_041229843.1		WP_044105983.1	WP_119259621.1
N3.HOG0001013	OG0000817	n0			WP_012596622.1		WP_044107226.1	WP_172582063.1
N3.HOG0001014	OG0000818	n0			WP_012596833.1		WP_044106991.1	WP_119260577.1
N3.HOG0001015	OG0000819	n0			WP_012594399.1		WP_171816368.1	WP_172582002.1
N3.HOG0001016	OG0000820	n0			WP_012594398.1		WP_171816367.1	WP_172582001.1
N3.HOG0001017	OG0000821	n0			WP_012594348.1		WP_044106132.1	WP_119259742.1
N3.HOG0001018	OG0000822	n0			WP_012595258.1		WP_044107573.1	WP_232014598.1
N3.HOG0001019	OG0000823	n0			WP_012596552.1		WP_044106902.1	WP_119260654.1
N3.HOG0001020	OG0000824	n0			WP_012595017.1		WP_044106608.1	WP_119260115.1
N3.HOG0001021	OG0000825	n0			WP_012595465.1		WP_044106379.1	WP_119259932.1
N3.HOG0001022	OG0000826	n0			WP_012595885.1		WP_044107561.1	WP_119259654.1
N3.HOG0001023	OG0000827	n0			WP_012595500.1		WP_084220196.1	WP_119260863.1
N3.HOG0001024	OG0000828	n0			WP_012597067.1		WP_044107375.1	WP_119260247.1
N3.HOG0001025	OG0000829	n0			WP_012594235.1		WP_044107184.1	WP_119260409.1
N3.HOG0001026	OG0000830	n0			WP_012594240.1		WP_044107185.1	WP_119260408.1
N3.HOG0001027	OG0000831	n0			WP_012596488.1		WP_044107609.1	WP_119260953.1
N3.HOG0001028	OG0000832	n0			WP_012595821.1		WP_044107667.1	WP_119260585.1
N3.HOG0001029	OG0000833	n0			WP_012597236.1		WP_044107129.1	WP_119260452.1
N3.HOG0001030	OG0000834	n0			WP_012597257.1		WP_044106214.1	WP_119259811.1
N3.HOG0001031	OG0000835	n0			WP_012593418.1		WP_044106382.1	WP_119259934.1
N3.HOG0001032	OG0000836	n0			WP_012597220.1		WP_044105719.1	WP_119259382.1
N3.HOG0001033	OG0000837	n0			WP_012595304.1		WP_044107229.1	WP_119260370.1
N3.HOG0001034	OG0000838	n0			WP_012595887.1		WP_044106496.1	WP_119260022.1
N3.HOG0001035	OG0000839	n0			WP_012594818.1		WP_044106675.1	WP_119260835.1
N3.HOG0001036	OG0000840	n0			WP_012596362.1		WP_044105577.1	WP_119259279.1
N3.HOG0001037	OG0000841	n0			WP_012596360.1		WP_044105580.1	WP_119259281.1
N3.HOG0001038	OG0000842	n0			WP_012593769.1		WP_044106802.1	WP_119260751.1
N3.HOG0001039	OG0000843	n0			WP_012595018.1		WP_044106607.1	WP_119260114.1
N3.HOG0001040	OG0000844	n0			WP_012596035.1			WP_119259906.1
N3.HOG0001041	OG0000845	n0			WP_012596034.1		WP_044106346.1	WP_119259905.1
N3.HOG0001042	OG0000846	n0			WP_012594627.1		WP_044107396.1	WP_119260230.1
N3.HOG0001043	OG0000847	n0			WP_012594073.1		WP_044106129.1	WP_119259739.1
N3.HOG0001044	OG0000848	n0			WP_012594071.1		WP_044106124.1	WP_119259737.1
N3.HOG0001045	OG0000849	n0			WP_012596695.1		WP_145972225.1	WP_197715884.1
N3.HOG0001046	OG0000850	n0			WP_012597243.1		WP_044105714.1	WP_119259376.1
N3.HOG0001047	OG0000851	n0			WP_012597242.1		WP_044105712.1	WP_119259375.1
N3.HOG0001048	OG0000852	n0			WP_012594582.1		WP_044107461.1	WP_119260184.1
N3.HOG0001049	OG0000853	n0			WP_012594585.1		WP_044107458.1	WP_119260186.1
N3.HOG0001050	OG0000854	n0			WP_012595087.1		WP_044107389.1	WP_119260235.1
N3.HOG0001051	OG0000855	n0			WP_012593888.1		WP_044106977.1	WP_119260592.1
N3.HOG0001052	OG0000856	n0			WP_012594304.1		WP_044106678.1	WP_119261041.1
N3.HOG0001053	OG0000857	n0			WP_012595941.1		WP_052470612.1	WP_119259724.1
N3.HOG0001054	OG0000858	n0			WP_012594959.1		WP_044105468.1	WP_119260151.1
N3.HOG0001055	OG0000859	n0			WP_012595576.1		WP_044106910.1	WP_119260646.1
N3.HOG0001056	OG0000860	n0			WP_012595339.1		WP_044106585.1	WP_119260090.1
N3.HOG0001057	OG0000861	n0			WP_203427664.1		WP_044107467.1	WP_119260179.1
N3.HOG0001058	OG0000862	n0			WP_012597032.1		WP_044107209.1	WP_119260386.1
N3.HOG0001059	OG0000863	n0			WP_012593860.1		WP_044105960.1	WP_119259598.1
N3.HOG0001060	OG0000864	n0			WP_012593736.1		WP_044106138.1	WP_119259750.1
N3.HOG0001061	OG0000865	n0			WP_012596098.1		WP_044106928.1	WP_119260630.1
N3.HOG0001062	OG0000866	n0			WP_012596213.1		WP_044107197.1	WP_119260397.1
N3.HOG0001063	OG0000867	n0			WP_012596212.1		WP_044107196.1	WP_119260398.1
N3.HOG0001064	OG0000868	n0			WP_012596481.1		WP_044107295.1	WP_119260321.1
N3.HOG0001065	OG0000869	n0			WP_012596857.1		WP_044106729.1	WP_119260804.1
N3.HOG0001066	OG0000870	n0			WP_012595856.1		WP_044107326.1	WP_119260293.1
N3.HOG0001067	OG0000871	n0			WP_012594246.1		WP_044106231.1	WP_119259820.1
N3.HOG0001068	OG0000872	n0			WP_012594247.1		WP_044106232.1	WP_119259821.1
N3.HOG0001069	OG0000873	n0			WP_012596400.1		WP_044106134.1	WP_119259746.1
N3.HOG0001070	OG0000874	n0			WP_012593485.1		WP_044105696.1	WP_119259365.1
N3.HOG0001071	OG0000875	n0			WP_012595394.1		WP_044106946.1	WP_119260616.1
N3.HOG0001072	OG0000876	n0			WP_012595877.1		WP_044105910.1	WP_119259548.1
N3.HOG0001073	OG0000877	n0			WP_012595878.1		WP_044105909.1	WP_119259547.1
N3.HOG0001074	OG0000878	n0			WP_012594893.1		WP_044106654.1	WP_119260850.1
N3.HOG0001075	OG0000879	n0			WP_012594166.1		WP_044107214.1	WP_119260383.1
N3.HOG0001076	OG0000880	n0			WP_241392590.1		WP_052470645.1	WP_232014485.1
N3.HOG0001077	OG0000881	n0			WP_012596070.1		WP_044105896.1	WP_119259537.1
N3.HOG0001078	OG0000882	n0			WP_012596117.1		WP_044106660.1	WP_119260848.1
N3.HOG0001079	OG0000883	n0			WP_012597014.1		WP_044107333.1	WP_119260283.1
N3.HOG0001080	OG0000884	n0			WP_012597015.1		WP_044107334.1	WP_119260282.1
N3.HOG0001081	OG0000885	n0			WP_012595184.1		WP_044106662.1	WP_119260847.1
N3.HOG0001082	OG0000886	n0			WP_012594702.1		WP_044107274.1	WP_119260337.1
N3.HOG0001083	OG0000887	n0			WP_041229645.1		WP_044105814.1	WP_119259453.1
N3.HOG0001084	OG0000888	n0			WP_012594492.1		WP_044106301.1	WP_119259869.1
N3.HOG0001085	OG0000889	n0			WP_041229689.1		WP_044106487.1	WP_119260017.1
N3.HOG0001086	OG0000890	n0			WP_012595039.1		WP_044105677.1	WP_119259352.1
N3.HOG0001087	OG0000891	n0			WP_012596775.1		WP_044106653.1	WP_119260852.1
N3.HOG0001088	OG0000892	n0			WP_015785393.1		WP_044106707.1	WP_119260817.1
N3.HOG0001089	OG0000893	n0			WP_012593967.1		WP_044105491.1	WP_119260143.1
N3.HOG0001090	OG0000894	n0			WP_012593966.1		WP_044106600.1	WP_119260109.1
N3.HOG0001091	OG0000895	n0			WP_012593965.1		WP_044106601.1	WP_119260965.1
N3.HOG0001092	OG0000896	n0			WP_012595224.1		WP_044106602.1	WP_119260110.1
N3.HOG0001093	OG0000897	n0			WP_012597092.1		WP_044105727.1	WP_119259386.1
N3.HOG0001094	OG0000898	n0			WP_203427742.1		WP_044107079.1	WP_119260504.1
N3.HOG0001095	OG0000899	n0			WP_012595079.1		WP_044107515.1	WP_119259348.1
N3.HOG0001096	OG0000900	n0			WP_012595078.1		WP_044105670.1	WP_119259349.1
N3.HOG0001097	OG0000901	n0			WP_012597110.1		WP_044106987.1	WP_119260580.1
N3.HOG0001098	OG0000902	n0			WP_012597111.1		WP_044106988.1	WP_119260579.1
N3.HOG0001099	OG0000903	n0			WP_012593936.1		WP_044107163.1	WP_119260426.1
N3.HOG0001100	OG0000904	n0			WP_012593935.1		WP_044107165.1	WP_119260425.1
N3.HOG0001101	OG0000905	n0			WP_012597272.1		WP_044107494.1	WP_119260978.1
N3.HOG0001102	OG0000906	n0			WP_012597273.1		WP_044107492.1	WP_119260168.1
N3.HOG0001103	OG0000907	n0			WP_012597085.1		WP_171816452.1	WP_119259551.1
N3.HOG0001104	OG0000908	n0			WP_012594933.1		WP_044106623.1	WP_119260877.1
N3.HOG0001105	OG0000909	n0			WP_015784071.1		WP_044107151.1	WP_119261001.1
N3.HOG0001106	OG0000910	n0			WP_015785153.1		WP_044106392.1	WP_119259945.1
N3.HOG0001107	OG0000911	n0			WP_012594512.1		WP_044107169.1	WP_119260421.1
N3.HOG0001108	OG0000912	n0			WP_012596080.1		WP_044106008.1	WP_119259645.1
N3.HOG0001109	OG0000913	n0			WP_012596302.1		WP_044106432.1	WP_119259975.1
N3.HOG0001110	OG0000914	n0			WP_012594244.1		WP_044106091.1	WP_119259716.1
N3.HOG0001111	OG0000915	n0			WP_041229722.1		WP_044106389.1	WP_119259941.1
N3.HOG0001112	OG0000916	n0			WP_012594549.1		WP_044106483.1	WP_119260009.1
N3.HOG0001113	OG0000917	n0			WP_012595497.1		WP_044105777.1	WP_119259418.1
N3.HOG0001114	OG0000918	n0			WP_012595884.1		WP_044106417.1	WP_172582032.1
N3.HOG0001115	OG0000919	n0			WP_012595962.1		WP_044106859.1	WP_119260696.1
N3.HOG0001116	OG0000920	n0			WP_012597157.1		WP_145972272.1	WP_232014565.1
N3.HOG0001117	OG0000921	n0			WP_012595338.1		WP_044107243.1	WP_119260360.1
N3.HOG0001118	OG0000922	n0			WP_012595337.1		WP_044107101.1	WP_119260474.1
N3.HOG0001119	OG0000923	n0			WP_012595935.1		WP_044107557.1	WP_119259622.1
N3.HOG0001120	OG0000924	n0			WP_012595275.1		WP_044107635.1	WP_119261040.1
N3.HOG0001121	OG0000925	n0			WP_012595003.1		WP_044106399.1	WP_119259952.1
N3.HOG0001122	OG0000926	n0			WP_012597030.1		WP_044106778.1	WP_119260767.1
N3.HOG0001123	OG0000927	n0			WP_012595656.1		WP_044106861.1	WP_119260693.1
N3.HOG0001124	OG0000928	n0			WP_012596493.1		WP_044106192.1	WP_119259792.1
N3.HOG0001125	OG0000929	n0			WP_041229734.1		WP_044107617.1	WP_119260101.1
N3.HOG0001126	OG0000930	n0			WP_012596350.1		WP_044107056.1	WP_119260524.1
N3.HOG0001127	OG0000931	n0			WP_012596190.1		WP_044106235.1	WP_119259824.1
N3.HOG0001128	OG0000932	n0			WP_012593916.1		WP_044107370.1	WP_119260250.1
N3.HOG0001129	OG0000933	n0			WP_015785233.1		WP_044105901.1	WP_119259541.1
N3.HOG0001130	OG0000934	n0			WP_012595463.1		WP_044107540.1	WP_232014545.1
N3.HOG0001131	OG0000935	n0			WP_012594989.1		WP_044106396.1	WP_119259950.1
N3.HOG0001132	OG0000936	n0			WP_015957403.1		WP_044106071.1	WP_119259698.1
N3.HOG0001133	OG0000937	n0			WP_012596541.1		WP_044107411.1	WP_119260218.1
N3.HOG0001134	OG0000938	n0			WP_012596429.1		WP_044106862.1	WP_232014504.1
N3.HOG0001135	OG0000939	n0			WP_012594571.1		WP_044105997.1	WP_119259636.1
N3.HOG0001136	OG0000940	n0			WP_203427699.1		WP_044107612.1	WP_119260958.1
N3.HOG0001137	OG0000941	n0			WP_012596033.1		WP_044106344.1	WP_119259904.1
N3.HOG0001138	OG0000942	n0			WP_012594014.1		WP_044105659.1	WP_119259340.1
N3.HOG0001139	OG0000943	n0			WP_012595528.1		WP_044106145.1	WP_119259756.1
N3.HOG0001140	OG0000944	n0			WP_012593730.1		WP_044106842.1	WP_119261027.1
N3.HOG0001141	OG0000945	n0			WP_012596584.1		WP_044107306.1	WP_119260313.1
N3.HOG0001142	OG0000946	n0			WP_012596446.1		WP_044107637.1	WP_119261038.1
N3.HOG0001143	OG0000947	n0			WP_012593546.1		WP_232509829.1	WP_119259459.1
N3.HOG0001144	OG0000948	n0			WP_012595108.1		WP_044107029.1	WP_119260549.1
N3.HOG0001145	OG0000949	n0			WP_012595112.1		WP_044107024.1	WP_119260553.1
N3.HOG0001146	OG0000950	n0			WP_012593525.1		WP_044106579.1	WP_119260084.1
N3.HOG0001147	OG0000951	n0			WP_012593576.1		WP_044105797.1	WP_119259432.1
N3.HOG0001148	OG0000952	n0			WP_012596914.1		WP_044107475.1	WP_119260174.1
N3.HOG0001149	OG0000953	n0			WP_012593678.1		WP_044107187.1	WP_119260405.1
N3.HOG0001150	OG0000954	n0			WP_012593843.1		WP_044107048.1	WP_119260530.1
N3.HOG0001151	OG0000955	n0			WP_012595137.1		WP_044105704.1	WP_119260892.1
N3.HOG0001152	OG0000956	n0			WP_012596717.1		WP_044107000.1	WP_119260573.1
N3.HOG0001153	OG0000957	n0			WP_012596031.1		WP_232509832.1	WP_232014592.1
N3.HOG0001154	OG0000958	n0			WP_012596336.1		WP_232509885.1	WP_119260399.1
N3.HOG0001155	OG0000959	n0			WP_012597033.1		WP_044106955.1	WP_119260606.1
N3.HOG0001156	OG0000960	n0			WP_012594846.1		WP_044107244.1	WP_119260358.1
N3.HOG0001157	OG0000961	n0			WP_012593604.1		WP_044106051.1	WP_119259681.1
N3.HOG0001158	OG0000962	n0			WP_012594402.1		WP_044105742.1	WP_119259395.1
N3.HOG0001159	OG0000963	n3			WP_012593681.1			
N3.HOG0001160	OG0000963	n4			WP_012594099.1			
N3.HOG0001161	OG0000964	n0			WP_012595637.1		WP_044106901.1	WP_119260655.1
N3.HOG0001162	OG0000965	n0			WP_012595855.1		WP_044107325.1	WP_119260294.1
N3.HOG0001163	OG0000966	n0			WP_012596820.1		WP_044107162.1	WP_119260427.1
N3.HOG0001164	OG0000967	n0			WP_012593934.1		WP_044107166.1	WP_119260424.1
N3.HOG0001165	OG0000968	n0			WP_012595336.1		WP_044107103.1	WP_119260473.1
N3.HOG0001166	OG0000969	n0			WP_012594440.1		WP_044106737.1	WP_119260799.1
N3.HOG0001167	OG0000970	n0			WP_012597267.1		WP_044106708.1	WP_119261036.1
N3.HOG0001168	OG0000971	n0			WP_012595551.1		WP_044107143.1	WP_119260442.1
N3.HOG0001169	OG0000972	n0			WP_012596938.1		WP_044106880.1	WP_119260675.1
N3.HOG0001170	OG0000973	n0			WP_012597270.1		WP_044106166.1	WP_119259777.1
N3.HOG0001171	OG0000974	n0			WP_012595058.1		WP_044107260.1	WP_119260345.1
N3.HOG0001172	OG0000975	n0			WP_012594068.1		WP_044106589.1	WP_119260095.1
N3.HOG0001173	OG0000976	n0			WP_012595050.1		WP_044106193.1	WP_119260929.1
N3.HOG0001174	OG0000977	n0			WP_241392694.1		WP_232509917.1	WP_232014618.1
N3.HOG0001175	OG0000978	n0			WP_012594520.1		WP_044105683.1	WP_119259357.1
N3.HOG0001176	OG0000979	n0			WP_012595252.1		WP_044106266.1	WP_119259841.1
N3.HOG0001177	OG0000980	n0			WP_012595676.1		WP_044105774.1	WP_119259414.1
N3.HOG0001178	OG0000981	n0			WP_012594948.1		WP_044106169.1	WP_119259779.1
N3.HOG0001179	OG0000982	n0			WP_012596797.1		WP_044107156.1	WP_119260432.1
N3.HOG0001180	OG0000983	n0			WP_012595111.1		WP_044107025.1	WP_119260552.1
N3.HOG0001181	OG0000984	n0			WP_012593740.1		WP_044107391.1	WP_119260233.1
N3.HOG0001182	OG0000985	n0			WP_012594021.1		WP_044107264.1	WP_119260342.1
N3.HOG0001183	OG0000986	n0			WP_041229910.1		WP_044106834.1	WP_119260717.1
N3.HOG0001184	OG0000987	n0			WP_012594077.1		WP_044106397.1	WP_119259951.1
N3.HOG0001185	OG0000988	n0			WP_012594784.1		WP_044107344.1	WP_119260274.1
N3.HOG0001186	OG0000989	n0			WP_012596659.1		WP_044106303.1	WP_119259871.1
N3.HOG0001187	OG0000990	n0			WP_012595077.1		WP_044105671.1	WP_119259350.1
N3.HOG0001188	OG0000991	n0			WP_015785342.1		WP_044106070.1	WP_119259697.1
N3.HOG0001189	OG0000992	n0			WP_012594568.1		WP_044106401.1	WP_119259954.1
N3.HOG0001190	OG0000993	n0			WP_012596943.1		WP_044106559.1	WP_119260068.1
N3.HOG0001191	OG0000994	n0			WP_241392702.1		WP_044106855.1	WP_119261025.1
N3.HOG0001192	OG0000995	n0			WP_012595860.1		WP_044107347.1	WP_119260271.1
N3.HOG0001193	OG0000996	n0			WP_012596334.1		WP_044105639.1	WP_119259325.1
N3.HOG0001194	OG0000997	n0			WP_241392709.1		WP_044107605.1	WP_119260949.1
N3.HOG0001195	OG0000998	n0			WP_012594994.1		WP_084220182.1	WP_119259863.1
N3.HOG0001196	OG0000999	n0			WP_015957279.1		WP_084220192.1	WP_119260878.1
N3.HOG0001197	OG0001000	n0			WP_012593796.1		WP_044107471.1	WP_119260177.1
N3.HOG0001198	OG0001001	n0			WP_012593445.1		WP_232509893.1	WP_119260125.1
N3.HOG0001199	OG0001002	n0			WP_012596495.1		WP_044106188.1	WP_119259791.1
N3.HOG0001200	OG0001003	n0			WP_012597160.1		WP_044105810.1	WP_119259449.1
N3.HOG0001201	OG0001004	n0			WP_012596650.1		WP_145972231.1	WP_119259902.1
N3.HOG0001202	OG0001005	n0			WP_012594401.1		WP_044105740.1	WP_119259394.1
N3.HOG0001203	OG0001006	n0			WP_012594697.1		WP_044106072.1	WP_119259702.1
N3.HOG0001204	OG0001007	n0			WP_015957336.1		WP_232509824.1	WP_119259337.1
N3.HOG0001205	OG0001008	n0			WP_012597028.1		WP_044106780.1	WP_119260766.1
N3.HOG0001206	OG0001009	n0			WP_203427666.1		WP_044106060.1	WP_119259690.1
N3.HOG0001207	OG0001010	n0			WP_012596808.1		WP_044107322.1	WP_119260297.1
N3.HOG0001208	OG0001011	n0			WP_203427740.1		WP_044107691.1	WP_119260989.1
N3.HOG0001209	OG0001012	n0			WP_012593460.1		WP_044107703.1	WP_119260980.1
N3.HOG0001210	OG0001013	n0			WP_012594250.1		WP_044106647.1	WP_119260859.1
N3.HOG0001211	OG0001014	n0			WP_012595752.1		WP_044105864.1	WP_119259503.1
N3.HOG0001212	OG0001015	n0			WP_241392607.1		WP_232509839.1	WP_232014549.1
N3.HOG0001213	OG0001016	n0			WP_012593883.1		WP_044105830.1	WP_119259471.1
N3.HOG0001214	OG0001017	n0			WP_012594709.1		WP_232509909.1	WP_119259946.1
N3.HOG0001215	OG0001018	n0			WP_012595603.1		WP_044106367.1	WP_119259925.1
N3.HOG0001216	OG0001019	n0			WP_012594845.1		WP_171816435.1	WP_119260357.1
N3.HOG0001217	OG0001020	n0			WP_012593811.1		WP_232509864.1	WP_119260058.1
N3.HOG0001218	OG0001021	n0			WP_012594224.1		WP_044105735.1	WP_119259392.1
N3.HOG0001219	OG0001022	n0			WP_012594106.1		WP_044106570.1	WP_172582039.1
N3.HOG0001220	OG0001023	n0			WP_012594115.1		WP_044107425.1	WP_119260208.1
N3.HOG0001221	OG0001024	n0			WP_012594389.1		WP_044107005.1	WP_119260568.1
N3.HOG0001222	OG0001025	n0			WP_241392708.1		WP_084220228.1	WP_119260890.1
N3.HOG0001223	OG0001026	n0			WP_012596522.1		WP_044105561.1	WP_119259273.1
