HOG	OG	Gene Tree Parent Clade	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125.1_protein	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515.1_protein	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235.1_protein	cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135.1_protein
N0.HOG0002157	OG0002115	-		WP_009547628.1	WP_012596562.1, WP_012595837.1			
N0.HOG0002158	OG0002116	-		WP_009547804.1	WP_012593394.1, WP_012594576.1			
N0.HOG0002159	OG0002117	-		WP_009547818.1	WP_012593854.1			WP_119259743.1
N0.HOG0002160	OG0002118	-		WP_009547866.1	WP_012596265.1, WP_012596900.1			
N0.HOG0002161	OG0002119	-		WP_009547909.1	WP_012595197.1, WP_012595202.1			
N0.HOG0002162	OG0002120	-		WP_012361557.1, WP_207758827.1, WP_009547919.1				
N0.HOG0002163	OG0002121	-		WP_243397465.1, WP_009547941.1	WP_012593039.1			
N0.HOG0002164	OG0002122	-		WP_009547958.1, WP_009547976.1, WP_012358624.1				
N0.HOG0002165	OG0002123	-		WP_009547960.1, WP_243397416.1	WP_012597137.1			
N0.HOG0002166	OG0002124	-		WP_009547962.1	WP_012597072.1, WP_012595667.1			
N0.HOG0002167	OG0002125	-		WP_012361448.1	WP_015784283.1			WP_119259588.1
N0.HOG0002168	OG0002126	-		WP_012361478.1			WP_171816401.1	WP_119260014.1
N0.HOG0002169	OG0002127	-		WP_012361640.1	WP_012595992.1, WP_012595391.1			
N0.HOG0002170	OG0002128	-		WP_012361765.1	WP_015785187.1			WP_232014604.1
N0.HOG0002171	OG0002129	-		WP_012362164.1			WP_044106657.1	WP_119261045.1
N0.HOG0002172	OG0002130	-		WP_012362204.1	WP_012595262.1			WP_172582016.1
N0.HOG0002173	OG0002131	-		WP_012362205.1	WP_012596301.1			WP_232014578.1
N0.HOG0002174	OG0002132	-		WP_012362548.1	WP_012593862.1		WP_044105962.1	
N0.HOG0002175	OG0002133	-		WP_024750124.1	WP_012596655.1, WP_012593547.1			
N0.HOG0002176	OG0002134	-		WP_024750192.1	WP_012596707.1			WP_119260371.1
N0.HOG0002177	OG0002135	-		WP_024750203.1	WP_015785210.1			WP_119259529.1
N0.HOG0002178	OG0002136	-		WP_024750250.1	WP_012593941.1			WP_119260839.1
N0.HOG0002179	OG0002137	-		WP_024750273.1	WP_241392675.1			WP_119260121.1
N0.HOG0002180	OG0002138	-		WP_024750304.1	WP_012596712.1			WP_232014620.1
N0.HOG0002181	OG0002139	-		WP_024750368.1	WP_012595458.1			WP_119260237.1
N0.HOG0002182	OG0002140	-		WP_035857660.1	WP_012596625.1			WP_119259731.1
N0.HOG0002183	OG0002141	-		WP_071818209.1			WP_084220210.1	WP_084220210.1
N0.HOG0002184	OG0002142	-		WP_156922833.1			WP_052470604.1	WP_145961876.1
N0.HOG0002185	OG0002143	-		WP_198019414.1, WP_156922848.1	WP_203427665.1			
N0.HOG0002186	OG0002144	-		WP_182670741.1	WP_241392656.1, WP_012595650.1			
N0.HOG0002187	OG0002145	-		WP_243397365.1	WP_012594911.1, WP_071819087.1			
N0.HOG0002188	OG0002146	-		WP_243397443.1	WP_241392726.1			WP_119260098.1
N0.HOG0002189	OG0002147	-			WP_012594751.1, WP_012596514.1, WP_012593049.1			
N0.HOG0002190	OG0002148	-			WP_012596587.1, WP_012596589.1, WP_012593435.1			
N0.HOG0002191	OG0002149	-			WP_012593494.1		WP_044105765.1	WP_119259409.1
N0.HOG0002192	OG0002150	-			WP_012593544.1		WP_044105819.1	WP_119259457.1
N0.HOG0002193	OG0002151	-			WP_012593594.1, WP_012597134.1, WP_012594087.1			
N0.HOG0002194	OG0002152	-			WP_012593596.1, WP_241392608.1, WP_203427706.1			
N0.HOG0002195	OG0002153	-			WP_012596335.1, WP_012594726.1, WP_012593857.1			
N0.HOG0002196	OG0002154	-			WP_012594008.1		WP_044107181.1	WP_119260413.1
N0.HOG0002197	OG0002155	-			WP_012596965.1, WP_012594154.1, WP_012595842.1			
N0.HOG0002198	OG0002156	-			WP_012594335.1		WP_044106371.1	WP_119259927.1
N0.HOG0002199	OG0002157	-			WP_012594336.1		WP_044106373.1	WP_119259928.1
N0.HOG0002200	OG0002158	-			WP_012594383.1		WP_044107409.1	WP_119260220.1
N0.HOG0002201	OG0002159	-			WP_012594505.1		WP_171816363.1	WP_172582042.1
N0.HOG0002202	OG0002160	-			WP_012594516.1		WP_044107268.1	WP_119260340.1
N0.HOG0002203	OG0002161	-			WP_012594580.1		WP_044107179.1	WP_119260415.1
N0.HOG0002204	OG0002162	-			WP_012597197.1, WP_012596121.1, WP_012595068.1			
N0.HOG0002205	OG0002163	-			WP_012595141.1		WP_044106415.1	WP_119259965.1
N0.HOG0002206	OG0002164	-			WP_012595413.1		WP_171816424.1	WP_172582076.1
N0.HOG0002207	OG0002165	-			WP_012595460.1		WP_044105700.1	WP_232014536.1
N0.HOG0002208	OG0002166	-			WP_012595493.1		WP_171816386.1	WP_172582022.1
N0.HOG0002209	OG0002167	-			WP_241392562.1, WP_241392563.1, WP_012595514.1			
N0.HOG0002210	OG0002168	-			WP_012595693.1		WP_044105611.1	WP_119259298.1
N0.HOG0002211	OG0002169	-			WP_012596535.1		WP_044107490.1	WP_119260167.1
N0.HOG0002212	OG0002170	-			WP_012596539.1		WP_044106745.1	WP_119260792.1
N0.HOG0002213	OG0002171	-			WP_012596988.1		WP_044107224.1	WP_119260374.1
N0.HOG0002214	OG0002172	-			WP_015785164.1		WP_084220205.1	WP_119260683.1
N0.HOG0002215	OG0002173	-			WP_015957417.1, WP_015957421.1, WP_015785386.1			
N0.HOG0002216	OG0002174	-			WP_241392577.1		WP_145972223.1	WP_172582010.1
N0.HOG0002217	OG0002175	-			WP_241392633.1		WP_044106474.1	WP_119259998.1
N0.HOG0002218	OG0002176	-	WP_012953959.1			WP_229636934.1		
N0.HOG0002219	OG0002177	-	WP_012954097.1			WP_229637063.1		
N0.HOG0002220	OG0002178	-	WP_041487778.1			WP_040054569.1		
N0.HOG0002221	OG0002179	-	WP_167884951.1			WP_229637003.1		
N0.HOG0002222	OG0002180	-	WP_236608149.1			WP_229637725.1		
N0.HOG0002223	OG0002181	-	WP_261330634.1			WP_261345097.1		
N0.HOG0002224	OG0002182	-		WP_007303855.1	WP_012593901.1			
N0.HOG0002225	OG0002183	-		WP_008272520.1	WP_012595175.1			
N0.HOG0002226	OG0002184	-		WP_008273783.1	WP_012596811.1			
N0.HOG0002227	OG0002185	-		WP_008274784.1	WP_012594550.1			
N0.HOG0002228	OG0002186	-		WP_008275802.1	WP_012594969.1			
N0.HOG0002229	OG0002187	-		WP_008278102.1	WP_012596224.1			
N0.HOG0002230	OG0002188	-		WP_008278187.1	WP_012593108.1			
N0.HOG0002231	OG0002189	-		WP_009543033.1	WP_012595641.1			
N0.HOG0002232	OG0002190	-		WP_009543045.1	WP_012594912.1			
N0.HOG0002233	OG0002191	-		WP_009543046.1	WP_012593751.1			
N0.HOG0002234	OG0002192	-		WP_009543048.1	WP_012595369.1			
N0.HOG0002235	OG0002193	-		WP_009543052.1	WP_012594043.1			
N0.HOG0002236	OG0002194	-		WP_009543053.1	WP_012593477.1			
N0.HOG0002237	OG0002195	-		WP_009543056.1	WP_012595565.1			
N0.HOG0002238	OG0002196	-		WP_009543061.1	WP_012594298.1			
N0.HOG0002239	OG0002197	-		WP_009543064.1	WP_012594299.1			
N0.HOG0002240	OG0002198	-		WP_009543066.1	WP_015785185.1			
N0.HOG0002241	OG0002199	-		WP_009543071.1	WP_012594720.1			
N0.HOG0002242	OG0002200	-		WP_009543072.1	WP_012596897.1			
N0.HOG0002243	OG0002201	-		WP_009543073.1	WP_012593949.1			
N0.HOG0002244	OG0002202	-		WP_009543084.1	WP_241392593.1			
N0.HOG0002245	OG0002203	-		WP_009543088.1	WP_241392566.1			
N0.HOG0002246	OG0002204	-		WP_009543089.1	WP_012595086.1			
N0.HOG0002247	OG0002205	-		WP_009543090.1	WP_012594168.1			
N0.HOG0002248	OG0002206	-		WP_009543096.1	WP_012594222.1			
N0.HOG0002249	OG0002207	-		WP_009543102.1	WP_012594519.1			
N0.HOG0002250	OG0002208	-		WP_009543103.1	WP_241392664.1			
N0.HOG0002251	OG0002209	-		WP_009543104.1	WP_012593564.1			
N0.HOG0002252	OG0002210	-		WP_009543105.1	WP_012593565.1			
N0.HOG0002253	OG0002211	-		WP_009543109.1	WP_012596863.1			
N0.HOG0002254	OG0002212	-		WP_009543120.1	WP_012595212.1			
N0.HOG0002255	OG0002213	-		WP_009543701.1, WP_009543125.1				
N0.HOG0002256	OG0002214	-		WP_009543126.1	WP_012594162.1			
N0.HOG0002257	OG0002215	-		WP_009543127.1	WP_012594231.1			
N0.HOG0002258	OG0002216	-		WP_009543130.1	WP_012594553.1			
N0.HOG0002259	OG0002217	-		WP_009543133.1	WP_012596077.1			
N0.HOG0002260	OG0002218	-		WP_009543140.1	WP_012594412.1			
N0.HOG0002261	OG0002219	-		WP_009543145.1	WP_012594388.1			
N0.HOG0002262	OG0002220	-		WP_009543149.1	WP_015785104.1			
N0.HOG0002263	OG0002221	-		WP_009543179.1	WP_012596078.1			
N0.HOG0002264	OG0002222	-		WP_009543184.1	WP_015785190.1			
N0.HOG0002265	OG0002223	-		WP_009547178.1, WP_009543188.1				
N0.HOG0002266	OG0002224	-		WP_009543191.1	WP_012594869.1			
N0.HOG0002267	OG0002225	-		WP_009543192.1	WP_012594867.1			
N0.HOG0002268	OG0002226	-		WP_009543193.1	WP_012594868.1			
N0.HOG0002269	OG0002227	-		WP_009543197.1, WP_009546353.1				
N0.HOG0002270	OG0002228	-		WP_009543200.1, WP_009546354.1				
N0.HOG0002271	OG0002229	-		WP_009543202.1	WP_015785121.1			
N0.HOG0002272	OG0002230	-		WP_009543203.1, WP_009543629.1				
N0.HOG0002273	OG0002231	-		WP_009543214.1				WP_145961880.1
N0.HOG0002274	OG0002232	-		WP_009543219.1	WP_012594786.1			
N0.HOG0002275	OG0002233	-		WP_009543220.1	WP_015957288.1			
N0.HOG0002276	OG0002234	-		WP_009543229.1	WP_012593519.1			
N0.HOG0002277	OG0002235	-		WP_009543231.1	WP_012594603.1			
N0.HOG0002278	OG0002236	-		WP_009543237.1	WP_012595798.1			
N0.HOG0002279	OG0002237	-		WP_009543238.1	WP_015957295.1			
N0.HOG0002280	OG0002238	-		WP_009543242.1	WP_012597132.1			
N0.HOG0002281	OG0002239	-		WP_009543247.1	WP_012594687.1			
N0.HOG0002282	OG0002240	-		WP_009543253.1	WP_012595028.1			
N0.HOG0002283	OG0002241	-		WP_012361895.1, WP_009543260.1				
N0.HOG0002284	OG0002242	-		WP_009543264.1	WP_012596491.1			
N0.HOG0002285	OG0002243	-		WP_009543275.1	WP_012595749.1			
N0.HOG0002286	OG0002244	-		WP_009543283.1	WP_012597240.1			
N0.HOG0002287	OG0002245	-		WP_009543298.1	WP_012593926.1			
N0.HOG0002288	OG0002246	-		WP_009543299.1	WP_012593927.1			
N0.HOG0002289	OG0002247	-		WP_009543305.1, WP_009543306.1				
N0.HOG0002290	OG0002248	-		WP_009543310.1	WP_012595286.1			
N0.HOG0002291	OG0002249	-		WP_009543316.1	WP_012595780.1			
N0.HOG0002292	OG0002250	-		WP_009543317.1	WP_015785156.1			
N0.HOG0002293	OG0002251	-		WP_009543321.1	WP_012596110.1			
N0.HOG0002294	OG0002252	-		WP_009543326.1	WP_012596879.1			
N0.HOG0002295	OG0002253	-		WP_009543329.1	WP_012594183.1			
N0.HOG0002296	OG0002254	-		WP_009543333.1	WP_012596653.1			
N0.HOG0002297	OG0002255	-		WP_009543339.1	WP_012595285.1			
N0.HOG0002298	OG0002256	-		WP_009543340.1	WP_012595284.1			
N0.HOG0002299	OG0002257	-		WP_009543342.1	WP_012597159.1			
N0.HOG0002300	OG0002258	-		WP_009543345.1	WP_049769529.1			
N0.HOG0002301	OG0002259	-		WP_009543348.1	WP_012594898.1			
N0.HOG0002302	OG0002260	-		WP_009543359.1	WP_012593578.1			
N0.HOG0002303	OG0002261	-		WP_009543360.1, WP_009543378.1				
N0.HOG0002304	OG0002262	-		WP_009545241.1, WP_009543363.1				
N0.HOG0002305	OG0002263	-		WP_009544895.1, WP_009543364.1				
N0.HOG0002306	OG0002264	-		WP_009543384.1, WP_243397357.1				
N0.HOG0002307	OG0002265	-		WP_009543394.1, WP_009546549.1				
N0.HOG0002308	OG0002266	-		WP_009543395.1	WP_012593671.1			
N0.HOG0002309	OG0002267	-		WP_009543406.1	WP_012594822.1			
N0.HOG0002310	OG0002268	-		WP_009543412.1	WP_012593864.1			
N0.HOG0002311	OG0002269	-		WP_009543414.1	WP_012594148.1			
N0.HOG0002312	OG0002270	-		WP_009543420.1	WP_012596294.1			
N0.HOG0002313	OG0002271	-		WP_009543421.1	WP_012596292.1			
N0.HOG0002314	OG0002272	-		WP_009543427.1	WP_012594076.1			
N0.HOG0002315	OG0002273	-		WP_009543428.1	WP_012595920.1			
N0.HOG0002316	OG0002274	-		WP_009543429.1	WP_012596467.1			
N0.HOG0002317	OG0002275	-		WP_009543432.1	WP_012597173.1			
N0.HOG0002318	OG0002276	-		WP_009543447.1	WP_012597025.1			
N0.HOG0002319	OG0002277	-		WP_009543448.1	WP_012597186.1			
N0.HOG0002320	OG0002278	-		WP_009543452.1	WP_012595786.1			
N0.HOG0002321	OG0002279	-		WP_009543453.1	WP_012595785.1			
N0.HOG0002322	OG0002280	-		WP_009543464.1	WP_012596675.1			
N0.HOG0002323	OG0002281	-		WP_009543470.1	WP_012596821.1			
N0.HOG0002324	OG0002282	-		WP_009543485.1	WP_012596774.1			
N0.HOG0002325	OG0002283	-		WP_243397447.1, WP_009543493.1				
N0.HOG0002326	OG0002284	-		WP_009543499.1	WP_012595674.1			
N0.HOG0002327	OG0002285	-		WP_009543500.1	WP_012596649.1			
N0.HOG0002328	OG0002286	-		WP_009543503.1	WP_012594968.1			
N0.HOG0002329	OG0002287	-		WP_009543509.1, WP_009543511.1				
N0.HOG0002330	OG0002288	-		WP_243397348.1, WP_009543515.1				
N0.HOG0002331	OG0002289	-		WP_009543516.1	WP_012596975.1			
N0.HOG0002332	OG0002290	-		WP_009543517.1	WP_012596976.1			
N0.HOG0002333	OG0002291	-		WP_009543525.1	WP_012593816.1			
N0.HOG0002334	OG0002292	-		WP_009543528.1	WP_012595622.1			
N0.HOG0002335	OG0002293	-		WP_009543536.1	WP_012593397.1			
N0.HOG0002336	OG0002294	-		WP_009543550.1	WP_012593432.1			
N0.HOG0002337	OG0002295	-		WP_009543554.1	WP_012595392.1			
N0.HOG0002338	OG0002296	-		WP_009543559.1	WP_012594877.1			
N0.HOG0002339	OG0002297	-		WP_009543563.1	WP_012597045.1			
N0.HOG0002340	OG0002298	-		WP_009543571.1	WP_012596731.1			
N0.HOG0002341	OG0002299	-		WP_009543579.1	WP_015785299.1			
N0.HOG0002342	OG0002300	-		WP_009543981.1, WP_009543593.1				
N0.HOG0002343	OG0002301	-		WP_009543595.1	WP_012597246.1			
N0.HOG0002344	OG0002302	-		WP_009543602.1	WP_012595893.1			
N0.HOG0002345	OG0002303	-		WP_009543604.1	WP_241392542.1			
N0.HOG0002346	OG0002304	-		WP_009543605.1	WP_012595736.1			
N0.HOG0002347	OG0002305	-		WP_009543611.1	WP_241392629.1			
N0.HOG0002348	OG0002306	-		WP_009543612.1	WP_012593513.1			
N0.HOG0002349	OG0002307	-		WP_009546236.1, WP_009543616.1				
N0.HOG0002350	OG0002308	-		WP_009543617.1	WP_157861343.1			
N0.HOG0002351	OG0002309	-		WP_009543640.1	WP_012597264.1			
N0.HOG0002352	OG0002310	-		WP_009543651.1	WP_012594923.1			
N0.HOG0002353	OG0002311	-		WP_009543652.1	WP_012594924.1			
N0.HOG0002354	OG0002312	-		WP_009543653.1	WP_012594925.1			
N0.HOG0002355	OG0002313	-		WP_009543659.1	WP_012595731.1			
N0.HOG0002356	OG0002314	-		WP_009543660.1	WP_012595456.1			
N0.HOG0002357	OG0002315	-		WP_009543662.1	WP_041229628.1			
N0.HOG0002358	OG0002316	-		WP_009543665.1	WP_012596286.1			
N0.HOG0002359	OG0002317	-		WP_009543667.1, WP_009543669.1				
N0.HOG0002360	OG0002318	-		WP_009543671.1	WP_041229741.1			
N0.HOG0002361	OG0002319	-		WP_009543674.1	WP_012594040.1			
N0.HOG0002362	OG0002320	-		WP_009543704.1	WP_241392605.1			
N0.HOG0002363	OG0002321	-		WP_009543709.1	WP_012596479.1			
N0.HOG0002364	OG0002322	-		WP_009543714.1	WP_012595718.1			
N0.HOG0002365	OG0002323	-		WP_009543716.1	WP_012593666.1			
N0.HOG0002366	OG0002324	-		WP_009543717.1	WP_015957316.1			
N0.HOG0002367	OG0002325	-		WP_009543718.1	WP_015957317.1			
N0.HOG0002368	OG0002326	-		WP_009543722.1	WP_012595902.1			
N0.HOG0002369	OG0002327	-		WP_009543724.1	WP_012594174.1			
N0.HOG0002370	OG0002328	-		WP_009543727.1	WP_041229618.1			
N0.HOG0002371	OG0002329	-		WP_009543728.1	WP_012596805.1			
N0.HOG0002372	OG0002330	-		WP_009543731.1	WP_012596568.1			
N0.HOG0002373	OG0002331	-		WP_009543736.1	WP_012596574.1			
N0.HOG0002374	OG0002332	-		WP_009543737.1	WP_041229639.1			
N0.HOG0002375	OG0002333	-		WP_009543739.1	WP_012597040.1			
N0.HOG0002376	OG0002334	-		WP_009543745.1	WP_012593419.1			
N0.HOG0002377	OG0002335	-		WP_009543762.1	WP_012596209.1			
N0.HOG0002378	OG0002336	-		WP_009543767.1	WP_012596115.1			
N0.HOG0002379	OG0002337	-		WP_009543770.1	WP_012593450.1			
N0.HOG0002380	OG0002338	-		WP_009543773.1	WP_012594602.1			
N0.HOG0002381	OG0002339	-		WP_009543776.1	WP_012595707.1			
N0.HOG0002382	OG0002340	-		WP_009543777.1	WP_012593709.1			
N0.HOG0002383	OG0002341	-		WP_009543785.1	WP_241392600.1			
N0.HOG0002384	OG0002342	-		WP_009543786.1	WP_012597104.1			
N0.HOG0002385	OG0002343	-		WP_009543787.1	WP_015957386.1			
N0.HOG0002386	OG0002344	-		WP_009543796.1	WP_012596836.1			
N0.HOG0002387	OG0002345	-		WP_009543804.1	WP_049769539.1			
N0.HOG0002388	OG0002346	-		WP_009543819.1	WP_012596384.1			
N0.HOG0002389	OG0002347	-		WP_009543833.1	WP_012593416.1			
N0.HOG0002390	OG0002348	-		WP_009543838.1	WP_012594504.1			
N0.HOG0002391	OG0002349	-		WP_009543841.1	WP_012593449.1			
N0.HOG0002392	OG0002350	-		WP_009543842.1	WP_012593448.1			
N0.HOG0002393	OG0002351	-		WP_009543844.1	WP_012593446.1			
N0.HOG0002394	OG0002352	-		WP_009543845.1	WP_012593443.1			
N0.HOG0002395	OG0002353	-		WP_009543849.1	WP_012596388.1			
N0.HOG0002396	OG0002354	-		WP_009543853.1	WP_015957287.1			
N0.HOG0002397	OG0002355	-		WP_009543855.1	WP_012596177.1			
N0.HOG0002398	OG0002356	-		WP_009543859.1	WP_012596676.1			
N0.HOG0002399	OG0002357	-		WP_009543865.1	WP_012593413.1			
N0.HOG0002400	OG0002358	-		WP_009543866.1	WP_012593412.1			
N0.HOG0002401	OG0002359	-		WP_009543902.1	WP_012593495.1			
N0.HOG0002402	OG0002360	-		WP_009543903.1	WP_012597261.1			
N0.HOG0002403	OG0002361	-		WP_009543906.1				WP_232014606.1
N0.HOG0002404	OG0002362	-		WP_009543914.1	WP_012595730.1			
N0.HOG0002405	OG0002363	-		WP_009543928.1	WP_012594226.1			
N0.HOG0002406	OG0002364	-		WP_009543929.1	WP_041229857.1			
N0.HOG0002407	OG0002365	-		WP_009543930.1	WP_012593726.1			
N0.HOG0002408	OG0002366	-		WP_009543931.1	WP_012593727.1			
N0.HOG0002409	OG0002367	-		WP_009543933.1	WP_012596866.1			
N0.HOG0002410	OG0002368	-		WP_009543937.1, WP_156922879.1				
N0.HOG0002411	OG0002369	-		WP_009543939.1	WP_015957330.1			
N0.HOG0002412	OG0002370	-		WP_009543941.1	WP_012597049.1			
N0.HOG0002413	OG0002371	-		WP_009543944.1, WP_009544825.1				
N0.HOG0002414	OG0002372	-		WP_009543945.1	WP_015957402.1			
N0.HOG0002415	OG0002373	-		WP_009543951.1			WP_044106229.1	
N0.HOG0002416	OG0002374	-		WP_009543954.1	WP_012594537.1			
N0.HOG0002417	OG0002375	-		WP_009543979.1, WP_009543982.1				
N0.HOG0002418	OG0002376	-		WP_009543988.1	WP_012594478.1			
N0.HOG0002419	OG0002377	-		WP_009543994.1	WP_012594373.1			
N0.HOG0002420	OG0002378	-		WP_009543995.1	WP_012594372.1			
N0.HOG0002421	OG0002379	-		WP_009543996.1	WP_012594371.1			
N0.HOG0002422	OG0002380	-		WP_009544001.1	WP_012595751.1			
N0.HOG0002423	OG0002381	-		WP_009544003.1	WP_012593918.1			
N0.HOG0002424	OG0002382	-		WP_009544009.1	WP_241392573.1			
N0.HOG0002425	OG0002383	-		WP_009544012.1	WP_012594896.1			
N0.HOG0002426	OG0002384	-		WP_009544014.1	WP_012595321.1			
N0.HOG0002427	OG0002385	-		WP_009544019.1	WP_012595724.1			
N0.HOG0002428	OG0002386	-		WP_009544022.1	WP_012594976.1			
N0.HOG0002429	OG0002387	-		WP_009544024.1	WP_012594977.1			
N0.HOG0002430	OG0002388	-		WP_009544025.1	WP_012594978.1			
N0.HOG0002431	OG0002389	-		WP_009544026.1	WP_012594979.1			
N0.HOG0002432	OG0002390	-		WP_009544038.1	WP_012594268.1			
N0.HOG0002433	OG0002391	-		WP_009544049.1	WP_012595744.1			
N0.HOG0002434	OG0002392	-		WP_009544052.1	WP_012593021.1			
N0.HOG0002435	OG0002393	-		WP_009544065.1	WP_012594995.1			
N0.HOG0002436	OG0002394	-		WP_009544066.1	WP_012593524.1			
N0.HOG0002437	OG0002395	-		WP_009544080.1	WP_012596067.1			
N0.HOG0002438	OG0002396	-		WP_009544083.1	WP_012595623.1			
N0.HOG0002439	OG0002397	-		WP_009544087.1	WP_012597147.1			
N0.HOG0002440	OG0002398	-		WP_009544088.1	WP_012597146.1			
N0.HOG0002441	OG0002399	-		WP_009544089.1	WP_012594024.1			
N0.HOG0002442	OG0002400	-		WP_009544102.1	WP_015957391.1			
N0.HOG0002443	OG0002401	-		WP_009544118.1	WP_041229603.1			
N0.HOG0002444	OG0002402	-		WP_009544124.1, WP_009545913.1				
N0.HOG0002445	OG0002403	-		WP_009544125.1	WP_015785128.1			
N0.HOG0002446	OG0002404	-		WP_009544126.1	WP_012598216.1			
N0.HOG0002447	OG0002405	-		WP_009544127.1	WP_015785129.1			
N0.HOG0002448	OG0002406	-		WP_009544128.1	WP_015785130.1			
N0.HOG0002449	OG0002407	-		WP_009544129.1	WP_041229919.1			
N0.HOG0002450	OG0002408	-		WP_009544130.1	WP_015785132.1			
N0.HOG0002451	OG0002409	-		WP_009544132.1	WP_015784314.1			
N0.HOG0002452	OG0002410	-		WP_009544134.1, WP_009547663.1				
N0.HOG0002453	OG0002411	-		WP_009544136.1	WP_015785269.1			
N0.HOG0002454	OG0002412	-		WP_009544148.1	WP_083767401.1			
N0.HOG0002455	OG0002413	-		WP_009544153.1	WP_012595399.1			
N0.HOG0002456	OG0002414	-		WP_009544156.1	WP_012595670.1			
N0.HOG0002457	OG0002415	-		WP_009544178.1	WP_012597283.1			
N0.HOG0002458	OG0002416	-		WP_009544179.1	WP_012593107.1			
N0.HOG0002459	OG0002417	-		WP_009544190.1	WP_012596005.1			
N0.HOG0002460	OG0002418	-		WP_009544207.1	WP_012595865.1			
N0.HOG0002461	OG0002419	-		WP_009544208.1	WP_012596972.1			
N0.HOG0002462	OG0002420	-		WP_009544220.1	WP_012593464.1			
N0.HOG0002463	OG0002421	-		WP_009544221.1	WP_012593463.1			
N0.HOG0002464	OG0002422	-		WP_009544222.1	WP_012593462.1			
N0.HOG0002465	OG0002423	-		WP_009544226.1	WP_012595037.1			
N0.HOG0002466	OG0002424	-		WP_009544232.1	WP_012596264.1			
N0.HOG0002467	OG0002425	-		WP_009544250.1	WP_049769535.1			
N0.HOG0002468	OG0002426	-		WP_009544255.1, WP_009547991.1				
N0.HOG0002469	OG0002427	-		WP_009544817.1, WP_009544267.1				
N0.HOG0002470	OG0002428	-		WP_009544272.1	WP_012594474.1			
N0.HOG0002471	OG0002429	-		WP_009544280.1	WP_012593808.1			
N0.HOG0002472	OG0002430	-		WP_009544283.1	WP_012597071.1			
N0.HOG0002473	OG0002431	-		WP_009544286.1	WP_012596618.1			
N0.HOG0002474	OG0002432	-		WP_009544287.1	WP_012594710.1			
N0.HOG0002475	OG0002433	-		WP_009546391.1, WP_009544301.1				
N0.HOG0002476	OG0002434	-		WP_009544308.1	WP_012594217.1			
N0.HOG0002477	OG0002435	-		WP_009544310.1	WP_012594984.1			
N0.HOG0002478	OG0002436	-		WP_009544311.1	WP_012594985.1			
N0.HOG0002479	OG0002437	-		WP_009544318.1	WP_012596792.1			
N0.HOG0002480	OG0002438	-		WP_009544325.1	WP_015785328.1			
N0.HOG0002481	OG0002439	-		WP_009544329.1	WP_012596339.1			
N0.HOG0002482	OG0002440	-		WP_009544330.1	WP_012596340.1			
N0.HOG0002483	OG0002441	-		WP_009544331.1	WP_012596341.1			
N0.HOG0002484	OG0002442	-		WP_009544340.1	WP_012594647.1			
N0.HOG0002485	OG0002443	-		WP_009547549.1, WP_009544346.1				
N0.HOG0002486	OG0002444	-		WP_009544348.1	WP_012597038.1			
N0.HOG0002487	OG0002445	-		WP_009544352.1	WP_012596048.1			
N0.HOG0002488	OG0002446	-		WP_009544353.1	WP_012595222.1			
N0.HOG0002489	OG0002447	-		WP_009544369.1	WP_012596890.1			
N0.HOG0002490	OG0002448	-		WP_009544377.1	WP_012595578.1			
N0.HOG0002491	OG0002449	-		WP_009544379.1	WP_012595580.1			
N0.HOG0002492	OG0002450	-		WP_009544381.1	WP_012595582.1			
N0.HOG0002493	OG0002451	-		WP_009544382.1	WP_015957384.1			
N0.HOG0002494	OG0002452	-		WP_009544383.1	WP_015785152.1			
N0.HOG0002495	OG0002453	-		WP_009544384.1	WP_015785151.1			
N0.HOG0002496	OG0002454	-		WP_009544385.1	WP_015957308.1			
N0.HOG0002497	OG0002455	-		WP_009544394.1	WP_012594437.1			
N0.HOG0002498	OG0002456	-		WP_009544399.1	WP_012593500.1			
N0.HOG0002499	OG0002457	-		WP_009544404.1	WP_012595544.1			
N0.HOG0002500	OG0002458	-		WP_009544431.1	WP_012596582.1			
N0.HOG0002501	OG0002459	-		WP_009544433.1	WP_012593972.1			
N0.HOG0002502	OG0002460	-		WP_009544437.1	WP_012597224.1			
N0.HOG0002503	OG0002461	-		WP_009544455.1	WP_012594620.1			
N0.HOG0002504	OG0002462	-		WP_009545239.1, WP_009544459.1				
N0.HOG0002505	OG0002463	-		WP_009544465.1	WP_012594420.1			
N0.HOG0002506	OG0002464	-		WP_009544467.1	WP_012594757.1			
N0.HOG0002507	OG0002465	-		WP_009544474.1	WP_012595932.1			
N0.HOG0002508	OG0002466	-		WP_009544478.1	WP_012596024.1			
N0.HOG0002509	OG0002467	-		WP_009544479.1	WP_012596025.1			
N0.HOG0002510	OG0002468	-		WP_009544480.1	WP_012596026.1			
N0.HOG0002511	OG0002469	-		WP_009544481.1	WP_012596027.1			
N0.HOG0002512	OG0002470	-		WP_009544482.1	WP_012596028.1			
