HOG	OG	Gene Tree Parent Clade	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125.1_protein	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515.1_protein	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235.1_protein	cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135.1_protein
N4.HOG0001117	OG0001143	n0						WP_119259289.1
N4.HOG0001118	OG0001144	n0						WP_119259912.1
N4.HOG0001119	OG0001146	n0					WP_044107363.1	WP_119260258.1
N4.HOG0001120	OG0001147	n0					WP_084220176.1	WP_119260920.1
N4.HOG0001121	OG0001148	n0						WP_119259573.1
N4.HOG0001122	OG0001149	n0						WP_119259846.1
N4.HOG0001123	OG0001150	n0					WP_044106424.1	WP_119259972.1
N4.HOG0001124	OG0001152	n0					WP_044107015.1	WP_119260560.1
N4.HOG0001125	OG0001153	n0					WP_044107402.1	WP_119260225.1
N4.HOG0001126	OG0001154	n0					WP_232509844.1	WP_119259646.1
N4.HOG0001127	OG0001156	n0					WP_044106306.1	WP_119259874.1
N4.HOG0001128	OG0001157	n0					WP_044106302.1	WP_119259870.1
N4.HOG0001129	OG0001160	n0					WP_044106528.1	WP_119260048.1
N4.HOG0001130	OG0001163	n0					WP_052470627.1	WP_119260108.1
N4.HOG0001131	OG0001164	n0					WP_044106615.1	WP_119260883.1
N4.HOG0001132	OG0001165	n0					WP_044107331.1	WP_119260285.1
N4.HOG0001133	OG0001166	n0					WP_044105894.1	WP_119259536.1
N4.HOG0001134	OG0001167	n0					WP_044105509.1	WP_119260136.1
N4.HOG0001135	OG0001169	n0					WP_044106498.1	WP_232014581.1, WP_145961886.1
N4.HOG0001136	OG0001174	n0					WP_171816369.1, WP_052470602.1	WP_119259423.1
N4.HOG0001137	OG0001178	n0					WP_044106762.1	WP_119260778.1
N4.HOG0001138	OG0001179	n0					WP_044105538.1	WP_119260126.1
N4.HOG0001139	OG0001180	n0					WP_044106030.1	WP_119259666.1
N4.HOG0001140	OG0001181	n0					WP_171816405.1	WP_232014459.1
N4.HOG0001141	OG0001183	n0					WP_044107457.1	WP_119260979.1
N4.HOG0001142	OG0001187	n0					WP_044107075.1	WP_119260507.1
N4.HOG0001143	OG0001188	n0					WP_052470629.1, WP_044107081.1	WP_119260501.1
N4.HOG0001144	OG0001189	n0					WP_044106895.1	WP_119261023.1
N4.HOG0001145	OG0001190	n0					WP_171816397.1	WP_172582031.1
N4.HOG0001146	OG0001193	n0					WP_044105650.1	WP_119259335.1
N4.HOG0001147	OG0001194	n0					WP_044107251.1	WP_119260351.1
N4.HOG0001148	OG0001195	n0					WP_044106756.1	WP_119260785.1
N4.HOG0001149	OG0001197	n0					WP_044107413.1	WP_119260217.1
N4.HOG0001150	OG0001198	n0					WP_044107241.1	WP_119260363.1
N4.HOG0001151	OG0001200	n0					WP_044105808.1	WP_119259446.1
N4.HOG0001152	OG0001201	n0					WP_232509816.1, WP_232509817.1	WP_119260157.1
N4.HOG0001153	OG0001202	n0					WP_044105875.1	WP_119259514.1
N4.HOG0001154	OG0001203	n0					WP_044106520.1	WP_119260043.1
N4.HOG0001155	OG0001204	n0					WP_044106588.1	WP_119260094.1
N4.HOG0001156	OG0001205	n0					WP_044105805.1	WP_119259442.1
N4.HOG0001157	OG0001208	n0					WP_044106782.1, WP_044106784.1	WP_119260765.1
N4.HOG0001158	OG0001209	n0					WP_044107358.1	WP_119260262.1
N4.HOG0001159	OG0001212	n0					WP_044107099.1	WP_119261005.1
N4.HOG0001160	OG0001213	n0					WP_044105528.1	WP_119260129.1
N4.HOG0001161	OG0001216	n0					WP_044106568.1	WP_119260073.1
N4.HOG0001162	OG0001217	n0					WP_044106801.1	WP_232014515.1, WP_119260752.1
N4.HOG0001163	OG0001218	n0					WP_044106915.1	WP_119260641.1
N4.HOG0001164	OG0001219	n0					WP_232509819.1	WP_119259299.1
N4.HOG0001165	OG0001221	n0					WP_044107341.1	WP_119260278.1
N4.HOG0001166	OG0001222	n0					WP_044105924.1	WP_119259562.1
N4.HOG0001167	OG0001223	n0					WP_044107288.1	WP_232014481.1
N4.HOG0001168	OG0001224	n0					WP_044106823.1	WP_119260729.1
N4.HOG0001169	OG0001225	n0					WP_171816416.1	WP_172582085.1
N4.HOG0001170	OG0001229	n0					WP_044106484.1	WP_119260012.1
N4.HOG0001171	OG0001230	n0					WP_044106083.1	WP_119259710.1
N4.HOG0001172	OG0001233	n0					WP_044107014.1	WP_119260561.1
N4.HOG0001173	OG0001235	n0					WP_148311208.1	WP_119260018.1
N4.HOG0001174	OG0001236	n0					WP_044106173.1	WP_119259780.1
N4.HOG0001175	OG0001237	n0					WP_044106175.1	WP_119259782.1
N4.HOG0001176	OG0001239	n0					WP_044107421.1	WP_119260213.1
N4.HOG0001177	OG0001240	n0					WP_044107139.1	WP_119260446.1
N4.HOG0001178	OG0001241	n0					WP_044107374.1	WP_119260983.1
N4.HOG0001179	OG0001242	n0					WP_171816358.1	WP_172582075.1
N4.HOG0001180	OG0001243	n0					WP_044107311.1	WP_119260308.1
N4.HOG0001181	OG0001244	n0					WP_044106508.1	WP_119260955.1
N4.HOG0001182	OG0001245	n0					WP_044106860.1	WP_119260694.1
N4.HOG0001183	OG0001246	n0					WP_044107106.1	WP_119260471.1
N4.HOG0001184	OG0001247	n0					WP_044106636.1	WP_119260871.1
N4.HOG0001185	OG0001248	n0					WP_052470639.1	WP_232014501.1
N4.HOG0001186	OG0001249	n0					WP_044106857.1	WP_119260697.1
N4.HOG0001187	OG0001250	n0					WP_044105693.1	WP_232014535.1, WP_119259363.1
N4.HOG0001188	OG0001252	n0					WP_232509878.1	WP_232014490.1
N4.HOG0001189	OG0001254	n0					WP_044106176.1	WP_119259785.1
N4.HOG0001190	OG0001255	n0					WP_044106671.1	WP_119260840.1
N4.HOG0001191	OG0001256	n0					WP_044106829.1	WP_119260723.1, WP_172582084.1
N4.HOG0001192	OG0001262	n0					WP_044106824.1	WP_119260728.1
N4.HOG0001193	OG0001263	n0					WP_232509857.1	WP_119259880.1
N4.HOG0001194	OG0001264	n0					WP_052470615.1, WP_044106213.1	WP_119259810.1
N4.HOG0001195	OG0001265	n0					WP_044105748.1	WP_119259398.1
N4.HOG0001196	OG0001266	n0					WP_052470635.1	WP_232014510.1
N4.HOG0001197	OG0001268	n2					WP_044105845.1	WP_119259483.1
N4.HOG0001198	OG0001268	n3					WP_044107424.1	WP_119260209.1
N4.HOG0001199	OG0001277	n0						WP_119260822.1
N4.HOG0001200	OG0001279	n0						WP_119259470.1
N4.HOG0001201	OG0001283	n0					WP_044107506.1	WP_119260973.1
N4.HOG0001202	OG0001304	n0					WP_044107558.1	WP_119259647.1
N4.HOG0001203	OG0001305	n0					WP_044106010.1	WP_232014555.1
N4.HOG0001204	OG0001309	n0						WP_232014595.1
N4.HOG0001205	OG0001320	n0					WP_044105872.1	WP_119259512.1
N4.HOG0001206	OG0001321	n0					WP_084220164.1	WP_119260156.1
N4.HOG0001207	OG0001322	n0					WP_044106667.1	WP_119260843.1
N4.HOG0001208	OG0001323	n0					WP_044106445.1	WP_119259981.1
N4.HOG0001209	OG0001324	n0					WP_044106442.1	WP_119259980.1
N4.HOG0001210	OG0001325	n0					WP_044106935.1	WP_119260625.1
N4.HOG0001211	OG0001326	n0					WP_044106933.1	WP_119261019.1
N4.HOG0001212	OG0001327	n0					WP_044105484.1	WP_119260146.1
N4.HOG0001213	OG0001328	n0					WP_044105481.1	WP_119260971.1
N4.HOG0001214	OG0001331	n0					WP_044106122.1	WP_119259736.1
N4.HOG0001215	OG0001334	n0					WP_044107124.1	WP_119260455.1
N4.HOG0001216	OG0001335	n0					WP_044106502.1	WP_119260029.1
N4.HOG0001217	OG0001336	n0					WP_044105829.1	WP_119259467.1
N4.HOG0001218	OG0001337	n0					WP_044105935.1	WP_119259576.1
N4.HOG0001219	OG0001339	n0						WP_119260786.1
N4.HOG0001220	OG0001340	n0					WP_044106940.1	WP_119260621.1
N4.HOG0001221	OG0001342	n0					WP_084220187.1	WP_119259991.1
N4.HOG0001222	OG0001345	n0					WP_044107332.1	WP_119260284.1
N4.HOG0001223	OG0001346	n0					WP_044106892.1	WP_119260661.1
N4.HOG0001224	OG0001347	n0					WP_044107345.1	WP_119260273.1
N4.HOG0001225	OG0001348	n0					WP_044106271.1	WP_119259843.1
N4.HOG0001226	OG0001349	n0					WP_044107180.1	WP_119260414.1
N4.HOG0001227	OG0001350	n0						WP_232014603.1, WP_232014576.1
N4.HOG0001228	OG0001351	n0					WP_044107384.1	WP_119260240.1
N4.HOG0001229	OG0001356	n0					WP_044106504.1	WP_119260030.1
N4.HOG0001230	OG0001357	n0					WP_044106110.1	WP_119259728.1
N4.HOG0001231	OG0001358	n0						WP_119259466.1
N4.HOG0001232	OG0001359	n0					WP_044106535.1	WP_119260053.1
N4.HOG0001233	OG0001362	n0					WP_044107177.1	WP_119260416.1
N4.HOG0001234	OG0001363	n0					WP_044107339.1	WP_119260279.1
N4.HOG0001235	OG0001364	n0					WP_044106329.1	WP_119259888.1
N4.HOG0001236	OG0001365	n0					WP_044105779.1	WP_119259419.1
N4.HOG0001237	OG0001366	n0					WP_044106278.1	WP_119259847.1
N4.HOG0001238	OG0001368	n0					WP_044106575.1	WP_119260078.1
N4.HOG0001239	OG0001369	n0					WP_044107189.1	WP_119260404.1
N4.HOG0001240	OG0001370	n0					WP_044105831.1	WP_119259472.1
N4.HOG0001241	OG0001371	n0					WP_044106150.1	WP_119259762.1
N4.HOG0001242	OG0001373	n0					WP_044106309.1	WP_119259875.1
N4.HOG0001243	OG0001374	n0					WP_044105956.1	WP_119259594.1
N4.HOG0001244	OG0001377	n0					WP_044107160.1	WP_119260429.1
N4.HOG0001245	OG0001378	n0					WP_044107638.1	WP_232014518.1
N4.HOG0001246	OG0001380	n0					WP_044106377.1	WP_119259931.1
N4.HOG0001247	OG0001382	n0					WP_044106001.1	WP_119259639.1
N4.HOG0001248	OG0001384	n0					WP_044105928.1	WP_119259567.1
N4.HOG0001249	OG0001385	n0						WP_232014538.1
N4.HOG0001250	OG0001386	n0					WP_044107076.1	WP_119260506.1
N4.HOG0001251	OG0001387	n0					WP_044107503.1	WP_119260975.1
N4.HOG0001252	OG0001388	n0					WP_044105675.1	
N4.HOG0001253	OG0001389	n0					WP_044106016.1	WP_119259652.1
N4.HOG0001254	OG0001390	n0					WP_044106147.1	WP_119259758.1
N4.HOG0001255	OG0001393	n0					WP_044107307.1	WP_119260312.1
N4.HOG0001256	OG0001395	n0						WP_119259462.1
N4.HOG0001257	OG0001396	n0					WP_044107615.1	WP_119260964.1
N4.HOG0001258	OG0001397	n0					WP_044106140.1	WP_119259752.1
N4.HOG0001259	OG0001398	n0					WP_044105760.1	WP_119259405.1
N4.HOG0001260	OG0001399	n0					WP_044105762.1	WP_119259406.1
N4.HOG0001261	OG0001400	n0					WP_145972256.1	WP_119260290.1
N4.HOG0001262	OG0001401	n0						WP_119259563.1
N4.HOG0001263	OG0001402	n0					WP_171816439.1	WP_172582056.1
N4.HOG0001264	OG0001403	n0					WP_044106002.1	WP_119259640.1
N4.HOG0001265	OG0001404	n0					WP_044105802.1	WP_119259438.1
N4.HOG0001266	OG0001406	n0					WP_232509907.1	WP_119260922.1
N4.HOG0001267	OG0001407	n0					WP_044107463.1	WP_119260181.1
N4.HOG0001268	OG0001408	n0					WP_044106765.1	WP_119260775.1
N4.HOG0001269	OG0001409	n0					WP_084220199.1	WP_172582090.1
N4.HOG0001270	OG0001410	n0					WP_044106764.1	WP_119260776.1
N4.HOG0001271	OG0001411	n0					WP_044106763.1	WP_119260777.1
N4.HOG0001272	OG0001413	n0					WP_044107704.1	WP_119260201.1
N4.HOG0001273	OG0001414	n0					WP_044105544.1	WP_119260124.1
N4.HOG0001274	OG0001418	n0					WP_044107247.1	WP_119260354.1
N4.HOG0001275	OG0001419	n0					WP_044106721.1	WP_119260810.1
N4.HOG0001276	OG0001420	n0					WP_044106749.1	WP_119260790.1
N4.HOG0001277	OG0001421	n0					WP_044106254.1	WP_119259833.1
N4.HOG0001278	OG0001422	n0					WP_044107071.1	WP_119260511.1
N4.HOG0001279	OG0001423	n0					WP_232509843.1	WP_119259641.1
N4.HOG0001280	OG0001425	n0					WP_044106385.1	WP_119259936.1
N4.HOG0001281	OG0001426	n0					WP_044106386.1	WP_119259937.1
N4.HOG0001282	OG0001427	n0					WP_044106719.1	WP_119260811.1
N4.HOG0001283	OG0001431	n0					WP_044107453.1	WP_119260190.1
N4.HOG0001284	OG0001432	n0					WP_044107451.1	WP_119260191.1
N4.HOG0001285	OG0001436	n0					WP_044106207.1	WP_119259807.1
N4.HOG0001286	OG0001437	n0					WP_044106899.1	WP_119260656.1
N4.HOG0001287	OG0001438	n0					WP_044107631.1	WP_119261043.1
N4.HOG0001288	OG0001441	n0					WP_084220194.1	WP_119260875.1
N4.HOG0001289	OG0001442	n0						WP_172582077.1
N4.HOG0001290	OG0001443	n0					WP_044105607.1	WP_119259295.1
N4.HOG0001291	OG0001444	n0					WP_044106316.1	WP_119260944.1
N4.HOG0001292	OG0001445	n0					WP_044105466.1	WP_119260153.1
N4.HOG0001293	OG0001448	n0					WP_044105746.1	WP_119259397.1
N4.HOG0001294	OG0001449	n0					WP_044106758.1	WP_119260782.1
N4.HOG0001295	OG0001452	n0					WP_044106561.1	WP_232014585.1
N4.HOG0001296	OG0001453	n0					WP_044106959.1	WP_119260604.1
N4.HOG0001297	OG0001454	n0					WP_044106093.1	WP_119259718.1
N4.HOG0001298	OG0001455	n0					WP_044107479.1	WP_119260160.1
N4.HOG0001299	OG0001457	n0					WP_044106939.1	WP_119260622.1
N4.HOG0001300	OG0001458	n0					WP_084220169.1	WP_119259486.1
N4.HOG0001301	OG0001459	n0					WP_044107356.1	WP_119260265.1
N4.HOG0001302	OG0001460	n0					WP_044107354.1	WP_119260266.1
N4.HOG0001303	OG0001461	n0					WP_044107352.1	WP_119260267.1
N4.HOG0001304	OG0001462	n0					WP_044107277.1	WP_119260335.1
N4.HOG0001305	OG0001463	n0						WP_119260453.1
N4.HOG0001306	OG0001466	n0					WP_044107088.1	WP_119260489.1
N4.HOG0001307	OG0001468	n0					WP_044107480.1	WP_119260976.1
N4.HOG0001308	OG0001469	n0					WP_044107482.1	WP_119260161.1
N4.HOG0001309	OG0001471	n0					WP_232509845.1, WP_232509846.1	
N4.HOG0001310	OG0001472	n0					WP_044106873.1	WP_119260680.1
N4.HOG0001311	OG0001473	n0					WP_044106730.1	WP_119260803.1
N4.HOG0001312	OG0001474	n0					WP_044106731.1	WP_119260802.1
N4.HOG0001313	OG0001478	n0					WP_044106481.1	WP_119260006.1
N4.HOG0001314	OG0001479	n0					WP_044105897.1	WP_119259538.1
N4.HOG0001315	OG0001480	n0					WP_044105898.1	WP_119259539.1
N4.HOG0001316	OG0001481	n0					WP_145972254.1	WP_119260384.1
N4.HOG0001317	OG0001482	n0					WP_044105848.1	WP_119259487.1
N4.HOG0001318	OG0001483	n0						WP_119259583.1
N4.HOG0001319	OG0001484	n0					WP_044107170.1	WP_119260419.1
N4.HOG0001320	OG0001485	n0					WP_171816466.1	WP_172582117.1
N4.HOG0001321	OG0001486	n0					WP_052470649.1	WP_119260289.1
N4.HOG0001322	OG0001487	n0					WP_044106249.1	WP_119259831.1
N4.HOG0001323	OG0001488	n0					WP_044105984.1	WP_119259623.1
N4.HOG0001324	OG0001489	n0					WP_044106715.1	WP_119260813.1
N4.HOG0001325	OG0001490	n0					WP_044107368.1	WP_119260252.1
N4.HOG0001326	OG0001491	n0					WP_044105919.1	WP_119260910.1
N4.HOG0001327	OG0001492	n0					WP_044105917.1	WP_119259558.1
N4.HOG0001328	OG0001493	n0					WP_044106480.1	WP_119260005.1
N4.HOG0001329	OG0001494	n0					WP_044106840.1	WP_119260711.1
N4.HOG0001330	OG0001495	n0					WP_044106838.1	WP_119260712.1
N4.HOG0001331	OG0001496	n0					WP_052470599.1	
N4.HOG0001332	OG0001497	n0					WP_044106126.1	WP_119259738.1
N4.HOG0001333	OG0001498	n0					WP_044106903.1	WP_119260653.1
N4.HOG0001334	OG0001499	n0					WP_044106905.1	WP_119260652.1
N4.HOG0001335	OG0001500	n0					WP_044106391.1	WP_119259944.1
N4.HOG0001336	OG0001501	n0					WP_044106849.1	WP_119260704.1
N4.HOG0001337	OG0001504	n0					WP_044106929.1	WP_119260629.1
N4.HOG0001338	OG0001505	n0					WP_044107132.1	WP_119260448.1
N4.HOG0001339	OG0001507	n0					WP_044107186.1	WP_119260407.1
N4.HOG0001340	OG0001508	n0					WP_044106604.1	WP_119260112.1
N4.HOG0001341	OG0001510	n0					WP_171816408.1	WP_172582101.1
N4.HOG0001342	OG0001514	n0					WP_070104601.1	WP_232014553.1
N4.HOG0001343	OG0001516	n0					WP_232509882.1	WP_119260469.1
N4.HOG0001344	OG0001517	n0					WP_044105703.1	WP_119259370.1
N4.HOG0001345	OG0001518	n0					WP_044106120.1	WP_119259735.1
N4.HOG0001346	OG0001519	n0					WP_171816372.1	WP_119259443.1
N4.HOG0001347	OG0001521	n0					WP_044105957.1	WP_119259595.1
N4.HOG0001348	OG0001522	n0					WP_044106327.1	WP_119259887.1
N4.HOG0001349	OG0001523	n0					WP_044105721.1	WP_119259383.1
N4.HOG0001350	OG0001525	n0					WP_044107218.1	
N4.HOG0001351	OG0001526	n0					WP_044106252.1	WP_119259832.1
N4.HOG0001352	OG0001527	n0					WP_044105794.1	WP_119259428.1
N4.HOG0001353	OG0001528	n0					WP_044107096.1	WP_119260477.1
N4.HOG0001354	OG0001529	n0					WP_044106844.1	WP_119260708.1
N4.HOG0001355	OG0001530	n0					WP_044107190.1	WP_119260403.1
N4.HOG0001356	OG0001531	n0					WP_044106562.1	WP_119260070.1
N4.HOG0001357	OG0001532	n0					WP_044105912.1	WP_119259552.1
N4.HOG0001358	OG0001535	n0					WP_044106571.1	WP_119260074.1
N4.HOG0001359	OG0001536	n0					WP_044106538.1	WP_119260055.1
N4.HOG0001360	OG0001537	n0					WP_044105697.1	WP_119259366.1
N4.HOG0001361	OG0001538	n0					WP_044105698.1	WP_119259367.1
N4.HOG0001362	OG0001539	n0					WP_044106879.1	WP_119260676.1
N4.HOG0001363	OG0001540	n0					WP_044106668.1	WP_119260842.1
N4.HOG0001364	OG0001541	n0					WP_044106665.1	WP_119260844.1
N4.HOG0001365	OG0001542	n0					WP_044107357.1	WP_119260264.1
N4.HOG0001366	OG0001543	n0					WP_044107202.1	WP_119260394.1
N4.HOG0001367	OG0001544	n0					WP_044105882.1	WP_119259525.1
N4.HOG0001368	OG0001545	n0					WP_044107545.1	WP_119260908.1
N4.HOG0001369	OG0001548	n0					WP_044106500.1	WP_119260028.1
N4.HOG0001370	OG0001549	n0					WP_052470613.1	WP_232014560.1
N4.HOG0001371	OG0001550	n0					WP_044106507.1	WP_119260033.1
N4.HOG0001372	OG0001551	n0					WP_232509927.1	
N4.HOG0001373	OG0001552	n0					WP_232509825.1	WP_119259360.1
N4.HOG0001374	OG0001554	n0					WP_044107702.1	WP_119260210.1
N4.HOG0001375	OG0001555	n0					WP_044106212.1	WP_119259809.1
N4.HOG0001376	OG0001556	n0					WP_145972226.1	WP_119260934.1
N4.HOG0001377	OG0001557	n0					WP_232509877.1	WP_119260527.1
N4.HOG0001378	OG0001558	n0					WP_044105644.1	WP_119259328.1
N4.HOG0001379	OG0001559	n0					WP_044106201.1	WP_119259801.1
N4.HOG0001380	OG0001560	n0					WP_044106202.1	WP_119259802.1
N4.HOG0001381	OG0001562	n0					WP_044107112.1	WP_119260465.1
N4.HOG0001382	OG0001563	n0					WP_044107111.1	WP_119260466.1
N4.HOG0001383	OG0001564	n0					WP_044107110.1	WP_119261004.1
N4.HOG0001384	OG0001565	n0					WP_044107109.1	WP_119260467.1
N4.HOG0001385	OG0001566	n0					WP_044105977.1	WP_119259614.1
N4.HOG0001386	OG0001568	n0					WP_044107406.1	WP_119260222.1
N4.HOG0001387	OG0001569	n0					WP_044106331.1	WP_119259892.1
N4.HOG0001388	OG0001570	n0					WP_044105709.1	WP_119259373.1
N4.HOG0001389	OG0001571	n0					WP_044105707.1	WP_119259372.1
N4.HOG0001390	OG0001572	n0					WP_044106338.1	WP_119259900.1
N4.HOG0001391	OG0001573	n0					WP_044106796.1	WP_119260758.1
N4.HOG0001392	OG0001574	n0					WP_044106795.1	WP_119260760.1
N4.HOG0001393	OG0001576	n0					WP_044105769.1	WP_119259411.1
N4.HOG0001394	OG0001577	n0					WP_044106790.1	WP_119260762.1
N4.HOG0001395	OG0001578	n0					WP_044107577.1	WP_119260925.1
N4.HOG0001396	OG0001579	n0					WP_044105881.1	WP_119259522.1
N4.HOG0001397	OG0001580	n0					WP_044105880.1	WP_119259521.1
N4.HOG0001398	OG0001581	n0					WP_044105879.1	WP_119259520.1
N4.HOG0001399	OG0001582	n0					WP_044106830.1	WP_119260720.1
N4.HOG0001400	OG0001583	n0					WP_044105939.1	WP_119259579.1
N4.HOG0001401	OG0001585	n0					WP_044106075.1	WP_119259704.1
N4.HOG0001402	OG0001587	n0					WP_044106971.1	WP_119260588.1
N4.HOG0001403	OG0001588	n0					WP_044106196.1	WP_119259793.1
N4.HOG0001404	OG0001589	n0					WP_044107158.1	WP_119260431.1
N4.HOG0001405	OG0001590	n0					WP_044107512.1	WP_119259309.1
N4.HOG0001406	OG0001592	n0						WP_119260480.1
N4.HOG0001407	OG0001593	n0					WP_044106760.1	WP_119260780.1
N4.HOG0001408	OG0001594	n0					WP_145972229.1	WP_119259881.1
N4.HOG0001409	OG0001595	n0					WP_171816411.1	WP_172582099.1
N4.HOG0001410	OG0001596	n0					WP_044106641.1	WP_119260869.1
N4.HOG0001411	OG0001597	n0						WP_197715882.1
N4.HOG0001412	OG0001598	n0						WP_172581997.1
N4.HOG0001413	OG0001599	n0					WP_044107183.1	WP_119260412.1
N4.HOG0001414	OG0001600	n0					WP_044107093.1	WP_119260481.1
N4.HOG0001415	OG0001601	n0					WP_044107509.1	WP_119260887.1
N4.HOG0001416	OG0001602	n0					WP_044106820.1	WP_119260732.1
N4.HOG0001417	OG0001603	n0					WP_044106638.1	WP_119260870.1
N4.HOG0001418	OG0001604	n0					WP_044107275.1	WP_119260336.1
N4.HOG0001419	OG0001605	n0					WP_044106515.1	WP_119260040.1
N4.HOG0001420	OG0001606	n0					WP_044107146.1	WP_119260438.1
N4.HOG0001421	OG0001607	n0					WP_044107655.1	WP_119260667.1
N4.HOG0001422	OG0001608	n0					WP_044106931.1	WP_119260627.1
N4.HOG0001423	OG0001609	n0					WP_171816377.1	WP_232014552.1
N4.HOG0001424	OG0001610	n0					WP_044107318.1	WP_119260301.1
N4.HOG0001425	OG0001611	n0					WP_044106067.1	WP_119259695.1
N4.HOG0001426	OG0001612	n0					WP_044107549.1	WP_119259589.1
N4.HOG0001427	OG0001613	n0					WP_044107394.1	WP_119260231.1
N4.HOG0001428	OG0001614	n0					WP_044106724.1	WP_119260809.1
N4.HOG0001429	OG0001616	n0					WP_044106485.1	WP_119260013.1
N4.HOG0001430	OG0001617	n0					WP_171816423.1	WP_172582078.1
N4.HOG0001431	OG0001619	n0					WP_044105999.1	WP_119259638.1
N4.HOG0001432	OG0001621	n0					WP_044107338.1	WP_119260280.1
N4.HOG0001433	OG0001622	n0					WP_232509884.1	WP_119260428.1
N4.HOG0001434	OG0001624	n0					WP_044105730.1	WP_119259389.1
N4.HOG0001435	OG0001626	n0					WP_044106531.1	WP_119260050.1
N4.HOG0001436	OG0001628	n0					WP_044106732.1	WP_119260801.1
N4.HOG0001437	OG0001629	n0					WP_044107465.1	WP_119260180.1
N4.HOG0001438	OG0001630	n0					WP_232509910.1	WP_119259986.1
N4.HOG0001439	OG0001631	n0					WP_044106649.1	WP_119260856.1
N4.HOG0001440	OG0001632	n0					WP_044106650.1	WP_119260855.1
N4.HOG0001441	OG0001633	n0						WP_119259729.1
N4.HOG0001442	OG0001634	n0					WP_044105929.1	WP_119259568.1
N4.HOG0001443	OG0001636	n0					WP_044107303.1	WP_119260315.1
N4.HOG0001444	OG0001637	n0					WP_044106645.1	WP_119260864.1
N4.HOG0001445	OG0001638	n0					WP_232509904.1	WP_119260913.1
N4.HOG0001446	OG0001639	n0					WP_044105951.1	WP_232014551.1
N4.HOG0001447	OG0001640	n0					WP_044105803.1	WP_119259440.1
N4.HOG0001448	OG0001642	n0					WP_044107057.1	WP_119260523.1
N4.HOG0001449	OG0001643	n0					WP_044107434.1	WP_119260204.1
N4.HOG0001450	OG0001645	n0					WP_044106511.1	WP_119260036.1
N4.HOG0001451	OG0001646	n0					WP_044105860.1	WP_119259499.1
N4.HOG0001452	OG0001647	n0					WP_044105859.1	WP_172582007.1
N4.HOG0001453	OG0001648	n0					WP_044106436.1	WP_119259977.1
N4.HOG0001454	OG0001649	n0					WP_044105749.1	WP_119259399.1
N4.HOG0001455	OG0001650	n0					WP_044106995.1	WP_119260576.1
N4.HOG0001456	OG0001651	n0					WP_195910196.1	WP_172582109.1
N4.HOG0001457	OG0001652	n0					WP_044107538.1	WP_119260906.1
N4.HOG0001458	OG0001653	n0					WP_044105795.1	WP_119259429.1
N4.HOG0001459	OG0001654	n0					WP_044105843.1	WP_119259481.1
N4.HOG0001460	OG0001655	n0					WP_044105844.1	WP_119259482.1
N4.HOG0001461	OG0001659	n0					WP_171816360.1	
N4.HOG0001462	OG0001661	n0					WP_044106810.1	WP_119260743.1
N4.HOG0001463	OG0001662	n0					WP_044106459.1	WP_119259988.1
N4.HOG0001464	OG0001663	n0					WP_044106909.1	WP_119260648.1
N4.HOG0001465	OG0001664	n0					WP_044106688.1	WP_119260828.1
N4.HOG0001466	OG0001665	n0					WP_044106788.1	WP_119260763.1
N4.HOG0001467	OG0001666	n0					WP_044107429.1	WP_119260207.1
N4.HOG0001468	OG0001667	n0					WP_044107119.1	WP_119260459.1
N4.HOG0001469	OG0001669	n0					WP_232509840.1	WP_119259530.1
N4.HOG0001470	OG0001670	n0					WP_044106174.1	WP_119259781.1
N4.HOG0001471	OG0001671	n0					WP_044106973.1	WP_119260589.1
N4.HOG0001472	OG0001672	n0					WP_044106352.1	WP_119259910.1
N4.HOG0001473	OG0001673	n0					WP_084220173.1	WP_119259634.1
N4.HOG0001474	OG0001674	n0					WP_044105618.1	WP_119259303.1
N4.HOG0001475	OG0001675	n0					WP_044107304.1	WP_119260314.1
N4.HOG0001476	OG0001676	n0					WP_044106981.1	WP_119260586.1
N4.HOG0001477	OG0001677	n0						WP_119259341.1
N4.HOG0001478	OG0001678	n0					WP_044107042.1	WP_119261013.1
N4.HOG0001479	OG0001679	n0					WP_044107037.1	WP_119260540.1
N4.HOG0001480	OG0001680	n0					WP_044107026.1	WP_119260551.1
N4.HOG0001481	OG0001681	n0					WP_044107018.1	WP_119260558.1
N4.HOG0001482	OG0001682	n0					WP_044107013.1	WP_119260562.1
N4.HOG0001483	OG0001683	n0					WP_044107650.1	WP_119261026.1
N4.HOG0001484	OG0001684	n0					WP_044105571.1	WP_119259277.1
N4.HOG0001485	OG0001685	n0					WP_044105821.1	WP_232014590.1
N4.HOG0001486	OG0001686	n0					WP_044106354.1	WP_232014575.1
N4.HOG0001487	OG0001687	n0					WP_171816373.1	WP_232014550.1
N4.HOG0001488	OG0001688	n0					WP_044105717.1	WP_119259380.1
N4.HOG0001489	OG0001689	n0					WP_232509827.1	WP_119259379.1
