source:/home/lalibelulalo/PIPELINES_2023/ASR_ORTHOLOGUES/Synechococcus_cyanobium_clade/pangenoma	Cyanobium_gracile_PCC_6307_GCF_000316515.1_genomic.gbff	Cyanobium_sp_M30B3_GCF_018399015.1_genomic.gbff	Cyanobium_sp_NIES-981_GCF_900088535.1_genomic.gbff	Cyanobium_sp_NS01_GCF_014280235.1_genomic.gbff	Synechococcus_sp_CBW1002_GCF_015840915.1_genomic.gbff	Synechococcus_sp_CBW1004_GCF_015840715.1_genomic.gbff	Synechococcus_sp_CBW1006_GCF_015840525.1_genomic.gbff	Synechococcus_sp_CBW1108_GCF_015840335.1_genomic.gbff	
21420_hypothetical_protein.faa	0	0	0	0	0	0	1	1	
21426_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21434_recombinase_family_p...faa	0	0	0	0	0	0	1	0	
21436_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21438_DUF1996_domain-conta...faa	0	0	0	0	0	0	1	0	
21443_transposase.faa	0	0	0	0	0	0	1	0	
21446_bile_acid-sodium_sym...faa	0	0	0	0	0	0	1	0	
21452_DUF1778_domain-conta...faa	0	0	0	0	0	0	1	0	
21453_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21455_GTP-binding_protein.faa	0	0	0	0	0	0	1	0	
21456_GTP-binding_protein.faa	0	0	0	0	0	0	1	0	
21457_metallophosphatase_f...faa	0	0	0	0	0	0	1	0	
21458_phosphoesterase.faa	0	0	0	0	0	0	1	0	
21459_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21460_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21464_WD40_repeat_domain-c...faa	0	0	0	0	0	0	1	0	
21465_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21469_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21471_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21480_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21484_HupE-UreJ_family_pro...faa	0	0	0	0	0	0	1	0	
21485_HupE-UreJ_family_pro...faa	0	0	0	0	0	0	1	0	
21493_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21502_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21519_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21522_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21523_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21526_class_I_SAM-dependen...faa	0	0	0	0	0	0	1	0	
21530_transposase.faa	0	0	0	0	0	0	1	0	
21533_DUF6444_domain-conta...faa	0	0	0	0	0	0	1	0	
21535_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21536_type_II_secretion_sy...faa	0	0	0	0	0	0	1	0	
21540_prepilin-type_N-term...faa	0	0	0	0	0	0	1	0	
21550_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21553_transposase.faa	0	0	0	0	0	0	1	0	
21555_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21556_tetratricopeptide_re...faa	0	0	0	0	0	0	1	0	
21558_FkbM_family_methyltr...faa	0	0	0	0	0	0	1	0	
21560_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21561_type_II_toxin-antito...faa	0	0	0	0	0	0	1	0	
21596_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21601_chlorophyll_a-b-bind...faa	0	0	0	0	0	0	1	0	
21690_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21701_glycosyltransferase_...faa	0	0	0	0	0	0	1	0	
21705_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21707_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21708_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21709_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21710_glycosyltransferase.faa	0	0	0	0	0	0	1	0	
21711_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21716_AbrB-MazE-SpoVT_fami...faa	0	0	0	0	0	0	1	0	
21718_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21722_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21726_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21728_WcbI_family_polysacc...faa	0	0	0	0	0	0	1	0	
21730_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21732_PIN_domain-containin...faa	0	0	0	0	0	0	1	0	
21733_type_II_toxin-antito...faa	0	0	0	0	0	0	1	0	
21734_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21737_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21740_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21744_ribbon-helix-helix_p...faa	0	0	0	0	0	0	1	0	
21745_hypothetical_protein.faa	0	0	0	0	0	0	3	0	
21749_type_II_toxin-antito...faa	0	0	0	0	0	0	1	0	
21754_type_II_toxin-antito...faa	0	0	0	0	0	0	1	0	
21762_type_II_toxin-antito...faa	0	0	0	0	0	0	1	0	
21765_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21768_class_I_SAM-dependen...faa	0	0	0	0	0	0	1	0	
21769_murC.faa	0	0	0	0	0	0	1	0	
21770_YdcF_family_protein.faa	0	0	0	0	0	0	1	0	
21778_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21779_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21783_polysaccharide_biosy...faa	0	0	0	0	0	0	1	0	
21786_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21787_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21788_type_II_toxin-antito...faa	0	0	0	0	0	0	1	1	
21789_type_II_toxin-antito...faa	0	0	0	0	0	0	1	1	
21790_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21791_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21792_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21794_polysaccharide_biosy...faa	0	0	0	0	0	0	1	0	
21796_transposase.faa	0	0	0	0	0	0	1	0	
21797_transposase.faa	0	0	0	0	0	0	1	0	
21798_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21800_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21804_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21805_hypothetical_protein.faa	0	0	0	0	0	0	1	1	
21808_type_II_toxin-antito...faa	0	0	0	0	0	0	1	0	
21810_sulfotransferase_fam...faa	0	0	0	0	0	0	1	0	
21811_methyltransferase_do...faa	0	0	0	0	0	0	1	0	
21815_type_II_toxin-antito...faa	0	0	0	0	0	0	1	1	
21816_PIN_domain-containin...faa	0	0	0	0	0	0	1	0	
21817_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21818_hypothetical_protein.faa	0	0	0	0	0	0	1	1	
21820_glycosyltransferase.faa	0	0	0	0	0	0	1	0	
21821_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21822_sulfotransferase.faa	0	0	0	0	0	0	1	0	
21823_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21825_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21827_FkbM_family_methyltr...faa	0	0	0	0	0	0	1	0	
21828_glycosyltransferase.faa	0	0	0	0	0	0	1	0	
21829_FkbM_family_methyltr...faa	0	0	0	0	0	0	1	0	
21835_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21836_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21837_class_I_SAM-dependen...faa	0	0	0	0	0	0	1	0	
21843_acyltransferase.faa	0	0	0	0	0	0	1	0	
21849_AbrB-MazE-SpoVT_fami...faa	0	0	0	0	0	0	1	0	
21850_type_II_toxin-antito...faa	0	0	0	0	0	0	1	0	
21897_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21916_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21930_CAAD_domain-containi...faa	0	0	0	0	0	0	1	0	
21940_DUF6444_domain-conta...faa	0	0	0	0	0	0	1	0	
21984_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21985_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21986_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21989_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
21990_STAS_domain-containi...faa	0	0	0	0	0	0	1	0	
22169_DUF2813_domain-conta...faa	0	0	0	0	0	0	1	0	
22176_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22179_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22181_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22182_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22186_type_II_toxin-antito...faa	0	0	0	0	0	0	1	0	
22188_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22189_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22191_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22192_excisionase_family_p...faa	0	0	0	0	0	0	1	0	
22197_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22199_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22205_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22207_addiction_module_pro...faa	0	0	0	0	0	0	1	0	
22209_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22210_nucleotidyltransfera...faa	0	0	0	0	0	0	1	0	
22211_HEPN_domain-containi...faa	0	0	0	0	0	0	1	0	
22214_AAA_family_ATPase.faa	0	0	0	0	0	0	1	0	
22215_HNH_endonuclease.faa	0	0	0	0	0	0	1	0	
22217_BrnT_family_toxin.faa	0	0	0	0	0	0	1	0	
22219_PIN_domain-containin...faa	0	0	0	0	0	0	1	0	
22220_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22222_AAA_family_ATPase.faa	0	0	0	0	0	0	1	0	
22223_AAA_family_ATPase.faa	0	0	0	0	0	0	1	0	
22224_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22226_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22231_HigA_family_addictio...faa	0	0	0	0	0	0	1	0	
22232_type_II_toxin-antito...faa	0	0	0	0	0	0	1	0	
22234_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22236_DUF262_domain-contai...faa	0	0	0	0	0	0	1	0	
22237_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22254_CDGSH_iron-sulfur_do...faa	0	0	0	0	0	0	1	0	
22255_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22272_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22277_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22278_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22279_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22281_glycoside_hydrolase_...faa	0	0	0	0	0	0	1	0	
22282_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22283_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22285_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22289_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22290_transposase.faa	0	0	0	0	0	0	1	0	
22291_integrase_core_domai...faa	0	0	0	0	0	0	1	0	
22300_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22304_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22305_IS3_family_transposa...faa	0	0	0	0	0	0	1	0	
22308_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22311_helix-turn-helix_dom...faa	0	0	0	0	0	0	1	0	
22312_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22313_helix-turn-helix_dom...faa	0	0	0	0	0	0	1	0	
22353_DUF6398_domain-conta...faa	0	0	0	0	0	0	1	1	
22354_thiamine_pyrophospha...faa	0	0	0	0	0	0	1	0	
22356_thiamine_pyrophospha...faa	0	0	0	0	0	0	1	0	
22363_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22364_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22443_mechanosensitive_ion...faa	0	0	0	0	0	0	1	0	
22448_IS256_family_transpo...faa	0	0	0	0	0	0	1	0	
22450_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22451_phycocyanin_subunit_...faa	0	0	0	0	0	0	1	0	
22454_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22463_CpeR_family_transcri...faa	0	0	0	0	0	0	1	1	
22476_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22478_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22505_EAL_domain-containin...faa	0	0	0	0	0	0	1	0	
22538_helix-turn-helix_dom...faa	0	0	0	0	0	0	1	0	
22539_DDE-type_integrase-t...faa	0	0	0	0	0	0	1	0	
22571_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22572_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22573_ISAs1_family_transpo...faa	0	0	0	0	0	0	1	0	
22581_restriction_endonucl...faa	0	0	0	0	0	0	1	0	
22582_cobaltochelatase_sub...faa	0	0	0	0	0	0	1	0	
22584_cobaltochelatase_sub...faa	0	0	0	0	0	0	1	0	
22587_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22588_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22589_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22590_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22591_LysR_family_transcri...faa	0	0	0	0	0	0	1	0	
22592_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22593_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22596_RES_family_NAD+_phos...faa	0	0	0	0	0	0	1	0	
22598_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22606_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22607_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22608_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22610_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22611_trypsin-like_peptida...faa	0	0	0	0	0	0	1	0	
22612_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22613_hypothetical_protein.faa	0	0	0	0	0	0	1	1	
22614_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22615_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22616_ATP-dependent_DNA_li...faa	0	0	0	0	0	0	1	0	
22617_MoxR_family_ATPase.faa	0	0	0	0	0	0	1	0	
22619_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22620_YbjN_domain-containi...faa	0	0	0	0	0	0	1	0	
22623_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22624_VWA-like_domain-cont...faa	0	0	0	0	0	0	1	0	
22625_AAA_family_ATPase.faa	0	0	0	0	0	0	1	0	
22626_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22627_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22628_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22629_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22630_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22631_DUF3987_domain-conta...faa	0	0	0	0	0	0	1	0	
22633_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22667_GGDEF_domain-contain...faa	0	0	0	0	0	0	1	0	
22749_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22750_NHLP_bacteriocin_sys...faa	0	0	0	0	0	0	1	0	
22771_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22772_SpoIIE_family_protei...faa	0	0	0	0	0	0	1	0	
22797_alpha-amylase_family...faa	0	0	0	0	0	0	1	0	
22799_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22823_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22827_cytochrome_P450.faa	0	0	0	0	0	0	1	0	
22828_cytochrome_P450.faa	0	0	0	0	0	0	1	0	
22838_hypothetical_protein.faa	0	0	0	0	0	0	1	0	
22840_GGDEF_domain-contain...faa	0	0	0	0	0	0	1	0	
22865_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
22898_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
22910_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
22911_DDE-type_integrase-t...faa	0	0	0	0	0	0	0	2	
22927_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
22936_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
22945_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
22950_UPF0175_family_prote...faa	0	0	0	0	0	0	0	1	
22951_DUF3368_domain-conta...faa	0	0	0	0	0	0	0	2	
22956_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
22966_M23_family_metallope...faa	0	0	0	0	0	0	0	1	
22972_HAD-IC_family_P-type...faa	0	0	0	0	0	0	0	1	
22973_cation-transporting_...faa	0	0	0	0	0	0	0	1	
22974_cation-proton_antipo...faa	0	0	0	0	0	0	0	1	
22975_CAAD_domain-containi...faa	0	0	0	0	0	0	0	1	
22981_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
22983_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
22986_sigma-70_family_RNA_...faa	0	0	0	0	0	0	0	1	
22987_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
22988_Hsp20-alpha_crystall...faa	0	0	0	0	0	0	0	1	
22989_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23000_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23004_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23005_otsB.faa	0	0	0	0	0	0	0	1	
23006_alpha-amylase_family...faa	0	0	0	0	0	0	0	1	
23007_trehalose-6-phosphat...faa	0	0	0	0	0	0	0	1	
23008_trehalose-6-phosphat...faa	0	0	0	0	0	0	0	1	
23013_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23028_RNA-binding_protein.faa	0	0	0	0	0	0	0	1	
23040_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23053_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23056_glycosyltransferase_...faa	0	0	0	0	0	0	0	1	
23057_glycosyltransferase.faa	0	0	0	0	0	0	0	1	
23061_glycosyltransferase_...faa	0	0	0	0	0	0	0	1	
23075_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23076_glycosyltransferase_...faa	0	0	0	0	0	0	0	1	
23077_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23078_sugar_phosphate_isom...faa	0	0	0	0	0	0	0	1	
23079_pyridine_nucleotide_...faa	0	0	0	0	0	0	0	1	
23080_FAD-binding_oxidored...faa	0	0	0	0	0	0	0	1	
23081_glycosyltransferase.faa	0	0	0	0	0	0	0	1	
23082_glycosyltransferase_...faa	0	0	0	0	0	0	0	1	
23083_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23084_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23086_transposase.faa	0	0	0	0	0	0	0	1	
23087_IS110_family_transpo...faa	0	0	0	0	0	0	0	1	
23088_FkbM_family_methyltr...faa	0	0	0	0	0	0	0	1	
23090_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23092_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23095_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23096_transposase.faa	0	0	0	0	0	0	0	1	
23099_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23100_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23102_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23103_FAD-binding_oxidored...faa	0	0	0	0	0	0	0	1	
23104_SDR_family_NAD-P--de...faa	0	0	0	0	0	0	0	1	
23105_flippase-like_domain...faa	0	0	0	0	0	0	0	1	
23106_decaprenyl-phosphate...faa	0	0	0	0	0	0	0	1	
23107_ATP-binding_protein.faa	0	0	0	0	0	0	0	1	
23108_ribbon-helix-helix_d...faa	0	0	0	0	0	0	0	1	
23109_type_II_toxin-antito...faa	0	0	0	0	0	0	0	1	
23125_DUF697_domain-contai...faa	0	0	0	0	0	0	0	1	
23154_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23158_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23161_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23162_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23164_UPF0175_family_prote...faa	0	0	0	0	0	0	0	1	
23168_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23170_DUF3136_domain-conta...faa	0	0	0	0	0	0	0	1	
23175_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23181_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23183_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23195_HEPN_domain-containi...faa	0	0	0	0	0	0	0	1	
23197_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23217_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23223_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23226_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23233_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23250_cAMP_phosphodiestera...faa	0	0	0	0	0	0	0	1	
23254_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23261_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23280_glsA.faa	0	0	0	0	0	0	0	1	
23285_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23286_hypothetical_protein.faa	0	0	0	0	0	0	0	3	
23287_ltrA.faa	0	0	0	0	0	0	0	3	
23288_helix-turn-helix_dom...faa	0	0	0	0	0	0	0	1	
23292_glycosyltransferase.faa	0	0	0	0	0	0	0	1	
23297_glycosyltransferase.faa	0	0	0	0	0	0	0	1	
23298_glycosyltransferase_...faa	0	0	0	0	0	0	0	1	
23299_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23300_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23301_transposase_family_p...faa	0	0	0	0	0	0	0	1	
23302_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23304_fibronectin_type_III...faa	0	0	0	0	0	0	0	1	
23305_amino_acid_ABC_trans...faa	0	0	0	0	0	0	0	1	
23316_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23321_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23323_c-type_cytochrome.faa	0	0	0	0	0	0	0	1	
23343_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23344_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23345_zinc_ABC_transporter...faa	0	0	0	0	0	0	0	2	
23346_ATP-binding_cassette...faa	0	0	0	0	0	0	0	1	
23347_metal_ABC_transporte...faa	0	0	0	0	0	0	0	2	
23377_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23379_mechanosensitive_ion...faa	0	0	0	0	0	0	0	1	
23380_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23393_ABC_transporter_subs...faa	0	0	0	0	0	0	0	1	
23420_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23421_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23442_autotransporter_doma...faa	0	0	0	0	0	0	0	1	
23443_AAA_family_ATPase.faa	0	0	0	0	0	0	0	1	
23450_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23451_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23452_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23453_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23454_helix-turn-helix_dom...faa	0	0	0	0	0	0	0	1	
23467_rpsP.faa	0	0	0	0	0	0	0	1	
23468_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23473_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23491_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23492_nucleotidyl_transfer...faa	0	0	0	0	0	0	0	1	
23497_aldehyde_dehydrogena...faa	0	0	0	0	0	0	0	1	
23498_DUF6444_domain-conta...faa	0	0	0	0	0	0	0	1	
23500_aldehyde_dehydrogena...faa	0	0	0	0	0	0	0	1	
23509_cupin_domain-contain...faa	0	0	0	0	0	0	0	1	
23510_iron-containing_redo...faa	0	0	0	0	0	0	0	1	
23514_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23522_CrcB_family_protein.faa	0	0	0	0	0	0	0	1	
23527_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23529_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23530_N-6_DNA_methylase.faa	0	0	0	0	0	0	0	1	
23531_helicase-related_pro...faa	0	0	0	0	0	0	0	1	
23534_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23536_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23547_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23551_phage-plasmid_primas...faa	0	0	0	0	0	0	0	1	
23552_hypothetical_protein.faa	0	0	0	0	0	0	0	4	
23553_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23560_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23561_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23565_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23566_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23572_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23573_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23574_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23576_LuxR_C-terminal-rela...faa	0	0	0	0	0	0	0	1	
23601_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23602_proline_iminopeptida...faa	0	0	0	0	0	0	0	1	
23626_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23627_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23632_HAMP_domain-containi...faa	0	0	0	0	0	0	0	1	
23633_response_regulator_t...faa	0	0	0	0	0	0	0	1	
23648_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23683_DUF2997_domain-conta...faa	0	0	0	0	0	0	0	1	
23717_nucleotidyltransfera...faa	0	0	0	0	0	0	0	1	
23719_type_II_toxin-antito...faa	0	0	0	0	0	0	0	1	
23725_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23731_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23746_chlorophyll_a-b-bind...faa	0	0	0	0	0	0	0	1	
23776_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23778_APC_family_permease.faa	0	0	0	0	0	0	0	1	
23779_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23783_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23789_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23794_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23796_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23798_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23799_potassium_channel_fa...faa	0	0	0	0	0	0	0	1	
23800_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23845_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23855_Rieske_-2Fe-2S-_prot...faa	0	0	0	0	0	0	0	1	
23856_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23862_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23883_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23908_helix-turn-helix_tra...faa	0	0	0	0	0	0	0	1	
23920_hypothetical_protein.faa	0	0	0	0	0	0	0	1	
23921_BrnT_family_toxin.faa	0	0	0	0	0	0	0	1	
23923_DUF433_domain-contai...faa	0	0	0	0	0	0	0	1	
23924_type_II_toxin-antito...faa	0	0	0	0	0	0	0	1	
23927_diacylglycerol_kinas...faa	0	0	0	0	0	0	0	1	
23931_ribbon-helix-helix_d...faa	0	0	0	0	0	0	0	1	
23933_nucleotidyltransfera...faa	0	0	0	0	0	0	0	1	
