Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA.gbff,Crocosphaera_subtropica_ATCC_51142.gbff,Rippkaea_orientalis_PCC_8801.gbff,cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1.gbff,cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko.gbff,cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB.gbff
5996_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5997_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
6000_response_regulator.faa,,,,,,,,,,,,,,0,1,0,0,0,0
6001_AAA-like_domain-cont...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6002_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6003_Coenzyme_F420_hydrog...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6005_neutral_zinc_metallo...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6006_LON_peptidase_substr...faa,,,,,,,,,,,,,,0,1,1,1,0,0
6007_pheA.faa,,,,,,,,,,,,,,0,1,1,0,1,1
6008_L-D-transpeptidase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
6009_Hsp20-alpha_crystall...faa,,,,,,,,,,,,,,0,1,1,0,1,1
6010_DUF2267_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6011_SH3_domain-containin...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6012_L-D-transpeptidase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
6016_metal-sensing_transc...faa,,,,,,,,,,,,,,0,1,1,0,0,1
6017_phosphoribosyltransf...faa,,,,,,,,,,,,,,0,1,1,0,0,1
6019_psbZ.faa,,,,,,,,,,,,,,0,1,1,0,0,0
6020_phosphomannomutase-p...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6021_mechanosensitive_ion...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6022_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,1,1,0,1,1
6026_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,1
6027_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
6029_ppsA.faa,,,,,,,,,,,,,,0,1,1,0,0,0
6031_GUN4_domain-containi...faa,,,,,,,,,,,,,,0,1,1,0,1,1
6032_efflux_RND_transport...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6034_Hsp20-alpha_crystall...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6036_DUF4126_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6037_glutathione_S-transf...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6038_ferrous_iron_transpo...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6039_YwiC-like_family_pro...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6040_cation-proton_antipo...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6041_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
6042_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
6043_OmpA_family_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
6044_GTP-binding_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
6045_EAL_domain-containin...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6046_pseudouridine_syntha...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6047_response_regulator.faa,,,,,,,,,,,,,,0,1,1,0,0,0
6048_circadian_clock_KaiB...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6052_helix-turn-helix_tra...faa,,,,,,,,,,,,,,0,1,1,0,1,1
6053_TolB_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
6054_AI-2E_family_transpo...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6056_glycosyltransferase_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6057_sulfotransferase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
6059_GntR_family_transcri...faa,,,,,,,,,,,,,,0,1,1,0,1,1
6060_GAF_domain-containin...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6061_DUF2605_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,1,1
6062_DUF2973_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6063_metallophosphoestera...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6064_DUF839_domain-contai...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6067_DUF3122_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6068_MBL_fold_metallo-hyd...faa,,,,,,,,,,,,,,0,1,1,1,1,1
6069_NAD-P--dependent_alc...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6070_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
6071_TldD-PmbA_family_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6072_FHA_domain-containin...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6073_pgl.faa,,,,,,,,,,,,,,0,1,1,0,1,1
6075_DNA_cytosine_methylt...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6076_HindVP_family_restri...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6077_glycosyltransferase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
6078_carotenoid_biosynthe...faa,,,,,,,,,,,,,,0,1,0,0,0,0
6080_N-acetylmannosamine-...faa,,,,,,,,,,,,,,0,1,1,0,1,1
6084_BrnT_family_toxin.faa,,,,,,,,,,,,,,0,1,0,0,0,0
6086_TIGR00725_family_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6088_fbp.faa,,,,,,,,,,,,,,0,1,1,0,1,1
6089_peroxidase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
6090_NAD-P-H-dependent_gl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
6091_MFS_transporter.faa,,,,,,,,,,,,,,0,1,0,0,0,1
6098_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6100_caspase_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6102_DUF1822_family_prote...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6103_transposase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6104_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6106_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6107_TetR-AcrR_family_tra...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6108_IS630_family_transpo...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6109_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6110_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6111_tyrosine-type_recomb...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6116_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6117_transposase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6119_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6121_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6122_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6123_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6124_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6125_HAD_hydrolase-like_p...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6126_transposase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6131_nucleotidyltransfera...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6132_cytochrome_P460_fami...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6133_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6134_TetR-AcrR_family_tra...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6136_phage-plasmid_primas...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6137_DUF4351_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6139_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6140_IS4_family_transposa...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6141_RHS_repeat_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6143_PhnD-SsuA-transferri...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6144_DUF3365_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6145_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6146_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6150_transposase_family_p...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6151_NERD_domain-containi...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6152_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6153_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6154_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6155_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6157_cpeA.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6158_cpeB.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6159_15-16-dihydrobiliver...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6161_phycobilisome_protei...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6162_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6163_phycobiliprotein_lya...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6166_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6167_chromophore_lyase_Cp...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6168_phycobiliprotein_lya...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6169_phycobilisome_rod-co...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6170_phycobilisome_linker...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6171_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6172_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6174_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6175_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6177_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6178_DUF1778_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6179_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6180_relaxase-mobilizatio...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6181_helix-turn-helix_dom...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6182_DUF5615_family_PIN-l...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6183_DUF433_domain-contai...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6185_mobC.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6187_ribbon-helix-helix_d...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6190_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6192_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6195_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6196_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6199_diguanylate_cyclase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6203_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6205_DUF29_family_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6209_Rpn_family_recombina...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6211_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6221_EAL_domain-containin...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6228_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6236_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6237_glycoside_hydrolase_...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6239_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6240_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6241_FkbM_family_methyltr...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6242_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6244_cyclase_family_prote...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6245_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6246_glycosyltransferase_...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6247_SDR_family_oxidoredu...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6248_phosphoglycerate_deh...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6249_acylneuraminate_cyti...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6259_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6271_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6278_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6280_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6282_EVE_domain-containin...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6284_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6286_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6299_antibiotic_biosynthe...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6300_alkene_reductase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6301_cupin_domain-contain...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6302_helix-turn-helix_tra...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6304_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6306_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6307_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,1,1
6310_phytanoyl-CoA_dioxyg...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6311_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6312_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6314_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6315_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6317_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6324_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6328_S-layer_family_prote...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6339_zinc_ribbon_domain-c...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6341_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6345_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6346_tnpB.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6350_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6354_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6355_GUN4_domain-containi...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6356_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,0,1,0,1,1
6359_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6360_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6361_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6362_DUF433_domain-contai...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6363_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6364_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6365_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6368_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6369_EAL_domain-containin...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6372_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6374_phycobiliprotein_lya...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6378_group_1_truncated_he...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6380_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6385_ABC_transporter_perm...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6389_aromatic_ring-hydrox...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6392_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6401_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6402_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6403_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6404_tetratricopeptide_re...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6405_P-loop_NTPase_fold_p...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6406_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6407_transcriptional_regu...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6408_DUF29_domain-contain...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6410_type_I_restriction_e...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6411_DMT_family_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6450_endonuclease-exonucl...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6451_DUF2808_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6470_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6471_ShlB-FhaC-HecB_famil...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6472_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6473_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6474_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6475_filamentous_hemagglu...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6479_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6486_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6487_methyltransferase_do...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6488_phytanoyl-CoA_dioxyg...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6489_nfi.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6492_MinD-ParA_family_pro...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6493_AsnC_family_transcri...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6494_cyclic_nucleotide-bi...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6496_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6497_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6500_DUF4926_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6501_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6502_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6505_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6507_endo-1-4-beta-xylana...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6514_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6527_gamma-glutamylcyclot...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6528_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6536_uridylate_kinase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6538_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6549_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6555_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6556_hemolysin-type_calci...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6557_nuclear_transport_fa...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6559_molybdopterin-depend...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6560_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6568_DUF29_domain-contain...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6576_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,0,1,0,1,1
6578_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6587_glucosidase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6589_YdeI-OmpD-associated...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6594_hybrid_sensor_histid...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6595_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6596_DUF1698_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6614_diguanylate_cyclase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6623_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6624_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6628_YdcF_family_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6634_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6646_transposase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6647_tetratricopeptide_re...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6648_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6650_uridine_kinase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6657_ATP-binding_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6658_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6659_glutathione_peroxida...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6664_sulfotransferase_dom...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6669_hemolysin_XhlA_famil...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6671_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6673_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6674_tyrosine-type_recomb...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6685_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6686_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6689_cas1d.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6690_cas4.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6691_cas6.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6692_cas5d.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6693_cas7d.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6694_cas10d.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6695_cas3.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6696_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6697_WYL_domain-containin...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6703_CHAT_domain-containi...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6708_leucine-rich_repeat_...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6716_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6719_DNRLRE_domain-contai...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6743_tetratricopeptide_re...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6745_Rpn_family_recombina...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6748_WD40_repeat_domain-c...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6749_toll-interleukin-1_r...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6753_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6754_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6759_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6760_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6762_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6763_inositol_monophospha...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6764_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6768_DUF29_family_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6773_arsenate_reductase_f...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6775_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6777_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6778_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6780_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6795_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6796_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6797_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6801_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6803_DUF4276_family_prote...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6807_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6808_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6809_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6810_HNH_endonuclease.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6812_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6813_DUF4435_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6814_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6815_transporter_substrat...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6818_dihydrofolate_reduct...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6819_cupin_domain-contain...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6821_methyltransferase_do...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6825_chromosome_segregati...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6826_ribonuclease_III.faa,,,,,,,,,,,,,,0,0,1,0,1,1
6838_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6840_2OG-Fe-II-_oxygenase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6842_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6845_response_regulator.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6847_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6848_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6860_4a-hydroxytetrahydro...faa,,,,,,,,,,,,,,0,0,1,0,0,0
6863_radical_SAM_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6867_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6869_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6870_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,1,0,0,0
6871_MarR_family_transcri...faa,,,,,,,,,,,,,,0,0,1,0,0,0
