Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Calothrix_sp_336-3_336-3.gbff,Calothrix_sp_NIES-3974_NIES-3974.gbff,Calothrix_sp_NIES-4071_NIES-4071.gbff,Calothrix_sp_NIES-4105_NIES-4105.gbff,Calothrix_sp_PCC_6303_PCC_6303.gbff,Calothrix_sp_PCC_7716_PCC_7716.gbff
19759_ParB-RepB-Spo0J_fami...faa,,,,,,,,,,,,,,0,0,1,1,0,1
19760_helix-turn-helix_tra...faa,,,,,,,,,,,,,,0,0,1,1,1,1
19762_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19763_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19764_response_regulator.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19765_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19766_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19767_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19768_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19769_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19770_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19771_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19772_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19773_HD_domain-containing...faa,,,,,,,,,,,,,,0,0,1,1,0,0
19774_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19775_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19776_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19777_helix-turn-helix_dom...faa,,,,,,,,,,,,,,0,0,1,1,0,1
19778_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19779_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19780_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19781_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19782_Crp-Fnr_family_trans...faa,,,,,,,,,,,,,,0,0,1,1,0,0
19783_Rrf2_family_transcri...faa,,,,,,,,,,,,,,0,0,1,1,0,0
19784_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,0,1,1,0,0
19785_DUF2808_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,1
19788_cupredoxin_domain-co...faa,,,,,,,,,,,,,,0,0,1,1,0,1
19790_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19791_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19792_heavy_metal-responsi...faa,,,,,,,,,,,,,,0,0,1,1,0,1
19793_thioredoxin_family_p...faa,,,,,,,,,,,,,,0,0,1,1,0,1
19795_heavy_metal-responsi...faa,,,,,,,,,,,,,,0,0,1,1,0,1
19798_response_regulator_t...faa,,,,,,,,,,,,,,0,0,1,1,1,1
19800_DUF2808_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,0
19801_DUF2808_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,1
19802_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19803_CemA_family_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19804_cation_diffusion_fac...faa,,,,,,,,,,,,,,0,0,1,1,0,1
19805_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,1,1
19807_transporter.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19808_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19809_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19811_cation_diffusion_fac...faa,,,,,,,,,,,,,,0,0,1,1,0,1
19812_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19813_metalloregulator_Ars...faa,,,,,,,,,,,,,,0,0,1,1,0,0
19816_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19817_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
19820_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
19821_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
19822_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1
19823_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1
19824_heavy_metal_transpor...faa,,,,,,,,,,,,,,0,0,1,0,0,1
19825_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
19826_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19827_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19828_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19829_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19830_RepA.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19832_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19833_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19834_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19835_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19836_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19838_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19839_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19840_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19841_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19842_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19844_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19845_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,1,0
19846_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19847_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
19848_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,1,1
19849_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19850_GIY-YIG_nuclease_fam...faa,,,,,,,,,,,,,,0,0,1,1,0,0
19851_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
19852_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,0
20022_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,1
20220_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,1
20237_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,0
20456_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,0
21320_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,0
22294_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,0
22747_response_regulator.faa,,,,,,,,,,,,,,0,0,0,1,0,0
22946_Zn-dependent_oxidore...faa,,,,,,,,,,,,,,0,0,0,1,0,0
22959_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,0
24393_prolyl_oligopeptidas...faa,,,,,,,,,,,,,,0,0,0,1,0,0
25938_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,0
26303_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,0
27919_cytochrome_B6.faa,,,,,,,,,,,,,,0,0,0,1,0,1
28208_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,0
29096_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,0
29328_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,0
29330_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,0
29350_bifunctional_DNA_pri...faa,,,,,,,,,,,,,,0,0,0,1,0,1
29351_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,0
29387_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,1,0,0
29473_metalloregulator_Ars...faa,,,,,,,,,,,,,,0,0,0,1,0,0
29709_alpha-beta_fold_hydr...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29715_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29724_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29725_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29727_ISNCY_family_transpo...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29747_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29750_Crp-Fnr_family_trans...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29753_PCP_reductase_family...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29769_FTR1_family_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29777_transposase.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29778_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29779_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29789_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29790_transposase.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29802_DNA-binding_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29830_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29839_IS1182_family_transp...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29846_NYN_domain-containin...faa,,,,,,,,,,,,,,0,0,0,0,1,1
29858_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29859_PIN_domain-containin...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29862_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29863_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29885_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29888_NACHT_domain-contain...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29912_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29913_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29917_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29918_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29921_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29922_histidine_kinase.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29924_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29928_IS110_family_transpo...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29929_aldo-keto_reductase.faa,,,,,,,,,,,,,,0,0,0,0,1,1
29931_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29932_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29933_transposase.faa,,,,,,,,,,,,,,0,0,0,0,1,1
29934_tetratricopeptide_re...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29935_DUF1822_family_prote...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29936_DNA_cytosine_methylt...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29937_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29938_ISL3_family_transpos...faa,,,,,,,,,,,,,,0,0,0,0,1,1
29939_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29940_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29941_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29942_ISL3_family_transpos...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29943_caspase_family_prote...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29944_DUF1822_family_prote...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29946_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29952_DUF4384_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,1,1
29953_cas1.faa,,,,,,,,,,,,,,0,0,0,0,1,1
29954_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29955_cas1.faa,,,,,,,,,,,,,,0,0,0,0,1,1
29956_cas2.faa,,,,,,,,,,,,,,0,0,0,0,1,1
29957_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,1
29958_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,1
29959_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29960_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,1
29961_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29962_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29964_WYL_domain-containin...faa,,,,,,,,,,,,,,0,0,0,0,1,0
29965_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29966_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,1
29967_cmr4.faa,,,,,,,,,,,,,,0,0,0,0,1,1
29968_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,1
29969_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,1
29970_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29973_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29974_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29976_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29984_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,1
29985_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29988_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29989_transposase.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29992_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29993_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29994_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,1
29995_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
29998_S-layer_family_prote...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30000_calcium-binding_prot...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30006_ankyrin_repeat_domai...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30007_DEAD-DEAH_box_helica...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30008_DUF1186_family_prote...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30011_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30012_tail_fiber_domain-co...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30015_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30017_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30019_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30020_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30021_dihydrofolate_reduct...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30022_alpha-beta_fold_hydr...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30026_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30029_ADYC_domain-containi...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30030_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30031_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30034_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30039_glutathione_S-transf...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30040_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30041_YwqG_family_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30042_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,1
30045_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30046_KTSC_domain-containi...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30047_radical_SAM_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30048_three-Cys-motif_part...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30050_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30054_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30059_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30060_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30074_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30076_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30077_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30079_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30084_IS4_family_transposa...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30086_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30089_RNA-guided_endonucle...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30090_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30091_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30094_DUF4404_family_prote...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30095_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30113_DUF4157_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30114_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30121_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30122_sugar_transferase.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30132_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30133_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30135_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,1
30136_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30144_PAS_domain_S-box_pro...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30148_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30155_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30165_DUF262_domain-contai...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30178_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30185_TonB-dependent_recep...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30186_ubiquinol-cytochrome...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30187_catalase.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30188_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30190_dnaB.faa,,,,,,,,,,,,,,0,0,0,0,1,1
30194_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,1
30202_50S_ribosome-binding...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30203_50S_ribosome-binding...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30210_CsgG-HfaB_family_pro...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30211_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30214_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30215_hemJ.faa,,,,,,,,,,,,,,0,0,0,0,1,1
30216_acsF.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30228_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30240_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30242_PAP_fibrillin_family...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30243_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30264_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30268_glycosyltransferase_...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30273_lipopolysaccharide_b...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30281_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30290_ISKra4-like_element_...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30312_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30323_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30331_modA.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30333_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30347_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30348_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30355_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30356_ABC_transporter_subs...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30357_serine-threonine_pro...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30364_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30391_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30392_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30393_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30396_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30400_RDD_family_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30401_RDD_family_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,1
30408_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30428_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30443_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30447_ribbon-helix-helix_p...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30464_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30477_DUF3239_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30484_glutathione_peroxida...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30514_FUSC_family_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30515_lasso_peptide_biosyn...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30516_PqqD_family_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,1
30517_asparagine_synthase-...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30518_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30519_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,1
30520_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30534_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30554_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30556_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30580_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30582_tetratricopeptide_re...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30584_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30585_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30615_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30617_pabB.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30618_tetratricopeptide_re...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30621_serine_protease.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30628_roadblock-LC7_domain...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30646_speD.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30650_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30654_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30681_NUDIX_domain-contain...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30693_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30697_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30703_SpoIIE_family_protei...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30706_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30710_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30716_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30730_PIN_domain-containin...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30731_plasmid_stability_pr...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30739_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30748_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30752_DUF4832_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30760_acetyltransferase.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30761_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30781_rhodanese-like_domai...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30782_DUF3122_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30786_NblA-ycf18_family_pr...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30787_chlorophyll_a-b-bind...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30810_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30822_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30823_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30833_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30834_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30837_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30838_methyltransferase_do...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30842_NUDIX_domain-contain...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30856_phage_integrase_N-te...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30865_DUF433_domain-contai...faa,,,,,,,,,,,,,,0,0,0,0,1,1
30868_XisI_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30923_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30934_CHAT_domain-containi...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30935_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30936_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30944_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30945_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30951_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30960_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,1
30961_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30982_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30988_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,0,0,1,0
30989_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
30996_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,1,0
