Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Chamaesiphon_minutus_PCC_6605_GCF_000317145.1_genomic.gbff,Chondrocystis_sp_NIES-4102_GCF_002368355.1_genomic.gbff,Cyanobacterium_aponinum_PCC_10605_GCF_000317675.1_genomic.gbff,Dactylococcopsis_salina_PCC_8305_GCF_000317615.1_genomic.gbff,Euhalothece_natronophila_Z-M001_GCF_007904085.1_genomic.gbff,Geminocystis_herdmanii_PCC_6308_GCF_000332235.1_genomic.gbff,Geminocystis_sp_NIES-3708_GCF_001548095.1_genomic.gbff,Geminocystis_sp_NIES-3709_GCF_001548115.1_genomic.gbff,Halothece_sp_PCC_7418_GCF_000317635.1_genomic.gbff,Stanieria_cyanosphaera_PCC_7437_GCF_000317575.1_genomic.gbff,Stanieria_sp_NIES-3757_GCF_002355455.1_genomic.gbff
30478_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30491_protein_kinase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30503_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30504_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30517_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30526_DUF2290_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30527_ATP-binding_domain-c...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30550_cupin_domain-contain...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30569_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30573_cadherin_domain-cont...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30574_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30576_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30582_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30584_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30585_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30586_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30587_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30589_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30599_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30600_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30601_tail_protein_X.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30602_phage_tail_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30603_phage_tail_tape_meas...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30604_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30605_phage_major_tail_tub...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30606_phage_tail_sheath_su...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30607_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30608_Gp37_family_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30609_phage_virion_morphog...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30610_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30611_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30612_DUF2184_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30613_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30614_DUF2213_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30615_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30616_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30617_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30618_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30619_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30620_minor_capsid_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30621_tail_fiber_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30622_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30623_phage_tail_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30624_baseplate_J-gp47_fam...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30625_GPW-gp25_family_prot...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30626_PAAR_domain-containi...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30627_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30629_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30630_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30631_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30632_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30633_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30634_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30635_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30636_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30637_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30638_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30639_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30640_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30641_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30642_DUF1073_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30643_phage_baseplate_asse...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30644_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30646_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30647_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30648_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30649_helix-turn-helix_dom...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30650_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30651_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30652_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30653_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30654_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30655_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30656_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30657_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30659_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30660_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30661_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30662_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30663_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30665_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30666_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30667_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30668_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30669_recombinase_family_p...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30670_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30673_M10_family_metallope...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30675_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30676_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30680_M13_family_metallope...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30685_DUF3352_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30693_cadherin_domain-cont...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30695_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30697_tetratricopeptide_re...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30698_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30699_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30702_BrnT_family_toxin.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30703_cadherin_domain-cont...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30709_ABC_transporter_subs...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30730_DegT-DnrJ-EryC1-StrS...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30732_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30733_NAD-P--dependent_oxi...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30740_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30742_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30772_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30773_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30777_transposase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30779_transposase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30809_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0
30810_SLC13_family_permeas...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0
30879_M50_family_metallope...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30898_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30903_WYL_domain-containin...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30904_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30905_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30909_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30910_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30912_cas1.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30923_glycosyltransferase_...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30924_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30954_septal_ring_lytic_tr...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30962_TIGR03032_family_pro...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30964_FG-GAP-like_repeat-c...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30968_PAS_domain_S-box_pro...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30971_helix-turn-helix_dom...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30974_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30977_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30978_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30979_calcium-binding_prot...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
30997_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31011_DUF29_domain-contain...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31034_calcium-binding_prot...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31035_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31038_DUF4351_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31046_amino_acid_permease.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31047_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31052_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31057_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31066_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31082_cupin_domain-contain...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31083_TRAP_transporter_sub...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31084_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31085_heme-binding_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31115_transposase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31122_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31123_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31124_TIGR04255_family_pro...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31129_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31155_response_regulator.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31157_cache_domain-contain...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31169_DUF4114_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31170_glycosyltransferase_...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31182_transposase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31203_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31205_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31207_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31214_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31222_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31243_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31248_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31249_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31252_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31253_NACHT_domain-contain...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31256_helix-turn-helix_dom...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31266_CHAT_domain-containi...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31298_right-handed_paralle...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31320_alpha-beta_fold_hydr...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31327_SPFH_domain-containi...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31328_aldo-keto_reductase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1
31332_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31345_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31356_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31359_P-loop_NTPase_fold_p...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31362_DUF1963_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31370_multicopper_oxidase_...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31372_multicopper_oxidase_...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31373_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31374_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31384_tetratricopeptide_re...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31385_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31411_transposase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31422_DUF3134_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31425_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31432_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31435_histidine_phosphatas...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31442_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1
31443_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31444_glycosyltransferase_...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31445_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31446_FkbM_family_methyltr...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31448_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31449_FkbM_family_methyltr...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31451_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0
31455_transposase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31462_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31463_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31470_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31480_DUF6444_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31481_IS66_family_transpos...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0
31496_DEAD-DEAH_box_helica...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31552_response_regulator.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31556_response_regulator.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31557_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31558_PAS_domain-containin...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31559_PAS_domain-containin...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31560_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31569_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31570_UbiD_family_decarbox...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31572_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31589_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31594_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31595_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31596_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31602_DNA_cytosine_methylt...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31609_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31627_EAL_domain-containin...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1
31631_hybrid_sensor_histid...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31646_HTTM_domain-containi...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1
31647_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31650_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31670_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31671_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31685_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31686_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31688_glycosyltransferase_...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31725_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31751_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31772_CatA-like_O-acetyltr...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31775_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31789_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31791_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31792_DUF362_domain-contai...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31793_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31799_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31800_grrA.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31831_CBS_domain-containin...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31844_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31870_glycosyltransferase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31873_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31882_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31884_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31886_transposase.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31889_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1
31892_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31894_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31895_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31896_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31897_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31898_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31899_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0
31900_di-heme-cytochrome_C...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31901_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31902_penicillin-insensiti...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31903_N-acetylmuramoyl-L-a...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31904_tetratricopeptide_re...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31906_trypsin-like_peptida...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31907_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31909_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31911_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31912_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31914_DUF2283_domain-conta...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31919_tyrosine-type_recomb...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31924_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31925_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31929_phenylalanine--tRNA_...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
31930_DUF6014_family_prote...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
