source:/home/lalibelulalo/PIPELINES_2023/ASR_ORTHOLOGUES/Pseudoanabaena_clade/pangenoma	Pseudanabaena_sp_ABRG5-3_GCF_003967015.1_genomic.gbff	Pseudanabaena_sp_PCC_7367_GCF_000317065.1_genomic.gbff	Synechococcus_sp_JA-2-3Ba_2-13_JA-2-3Ba_2-13_GCF_000013225.1_genomic.gbff	Synechococcus_sp_JA-3-3Ab_GCF_000013205.1_genomic.gbff	Synechococcus_sp_PCC_7336_GCF_000332275.1_genomic.gbff	Synechococcus_sp_PCC_7502_GCF_000317085.1_genomic.gbff	
14132_transposase.faa	0	0	0	1	0	0	
14133_hypothetical_protein.faa	0	0	0	1	0	0	
14134_acetate_kinase.faa	1	1	1	1	1	1	
14135_hypothetical_protein.faa	0	0	1	1	0	0	
14136_FHA_domain-containin...faa	0	0	1	1	0	0	
14137_FHA_domain-containin...faa	1	1	1	1	1	0	
14138_hypothetical_protein.faa	1	1	1	1	1	0	
14141_DUF370_domain-contai...faa	1	1	1	1	0	1	
14142_gmk.faa	1	1	1	1	1	1	
14144_response_regulator_t...faa	1	1	1	1	1	1	
14145_lgt.faa	0	0	1	1	0	0	
14146_tetratricopeptide_re...faa	0	0	1	1	0	0	
14147_hypothetical_protein.faa	0	0	0	1	0	0	
14148_peptidase_M50.faa	1	1	1	1	1	1	
14149_acsF.faa	1	1	1	1	1	1	
14150_gltB.faa	2	1	1	1	2	1	
14151_hypothetical_protein.faa	0	0	1	1	0	0	
14152_hypothetical_protein.faa	0	0	0	1	0	0	
14153_ATP-binding_cassette...faa	1	1	1	1	0	1	
14155_ABC_transporter_perm...faa	1	1	1	1	1	1	
14156_hypothetical_protein.faa	0	0	1	1	0	0	
14157_methyltransferase_do...faa	1	1	1	1	1	1	
14158_GAF_domain-containin...faa	0	0	0	1	1	0	
14159_gltX.faa	1	1	1	1	1	1	
14160_hypothetical_protein.faa	0	0	1	1	1	0	
14161_DUF2555_domain-conta...faa	1	1	1	1	1	1	
14162_hypothetical_protein.faa	0	0	1	1	0	0	
14163_DUF4404_family_prote...faa	0	0	1	1	0	0	
14166_hypothetical_protein.faa	0	0	0	1	0	0	
14167_SIMPL_domain-contain...faa	1	1	1	1	1	1	
14168_response_regulator.faa	0	0	1	1	0	0	
14169_hypothetical_protein.faa	0	0	1	1	0	0	
14170_shikimate_dehydrogen...faa	1	1	1	1	1	1	
14171_hypothetical_protein.faa	1	1	1	1	0	0	
14172_hypothetical_protein.faa	0	0	0	1	0	0	
14173_argS.faa	1	1	1	1	1	1	
14174_electron_transfer_fl...faa	0	0	1	1	0	0	
14175_electron_transfer_fl...faa	0	0	1	1	0	0	
14176_YggT_family_protein.faa	1	1	1	1	1	1	
14177_response_regulator.faa	1	1	1	1	1	1	
14178_response_regulator.faa	0	0	1	1	0	0	
14179_response_regulator.faa	1	2	1	1	1	1	
14180_chemotaxis_protein_C...faa	1	1	1	1	1	1	
14181_methyl-accepting_che...faa	1	1	1	1	1	1	
14182_response_regulator.faa	0	0	1	1	0	0	
14183_DUF305_domain-contai...faa	0	0	0	1	0	2	
14184_apolipoprotein_N-acy...faa	0	0	1	1	1	0	
14185_cbiT.faa	1	1	1	1	1	1	
14186_hypothetical_protein.faa	0	0	1	1	0	0	
14187_hypothetical_protein.faa	0	0	0	1	0	0	
14188_ferredoxin-thioredox...faa	1	1	1	1	0	1	
14189_hypothetical_protein.faa	1	1	1	1	0	1	
14192_SpoIID-LytB_domain-c...faa	0	0	1	1	1	0	
14193_nucleoside_deaminase.faa	1	1	1	1	1	1	
14194_trypsin-like_peptida...faa	0	0	1	1	0	0	
14195_serine-threonine-pro...faa	0	0	1	1	0	0	
14196_hypothetical_protein.faa	0	0	1	1	0	0	
14197_hypothetical_protein.faa	0	0	1	1	0	0	
14198_NAD-P--FAD-dependent...faa	0	0	0	1	0	0	
14200_TIGR01777_family_oxi...faa	1	1	1	1	1	1	
14201_hypothetical_protein.faa	0	0	0	1	0	0	
14202_hypothetical_protein.faa	0	0	1	1	0	0	
14203_hemB.faa	1	1	1	1	1	1	
14204_alpha-beta_hydrolase.faa	0	0	0	1	0	0	
14205_photosystem_II_react...faa	1	1	1	1	1	1	
14206_hypothetical_protein.faa	0	0	1	1	0	0	
14207_biotin_transporter_B...faa	1	0	1	1	1	1	
14208_hisN.faa	0	0	1	1	0	0	
14209_2TM_domain-containin...faa	1	1	1	1	0	1	
14210_ATP-binding_protein.faa	0	0	1	1	1	0	
14211_SRPBCC_family_protei...faa	0	0	1	1	1	0	
14212_hypothetical_protein.faa	0	0	1	1	0	0	
14213_cytochrome_b6-f_comp...faa	1	1	1	1	1	1	
14214_hypothetical_protein.faa	0	0	1	1	0	0	
14215_DUF309_domain-contai...faa	1	0	1	1	1	1	
14216_GAF_domain-containin...faa	0	0	1	1	0	0	
14217_TatD_family_hydrolas...faa	1	1	1	1	1	1	
14218_thioredoxin_family_p...faa	0	1	1	1	1	0	
14219_ABC_transporter_subs...faa	0	0	0	1	0	0	
14220_ABC_transporter_perm...faa	0	0	0	1	0	0	
14221_ABC_transporter_subs...faa	0	0	1	1	0	1	
14222_sugar_ABC_transporte...faa	0	0	1	1	0	0	
14223_PAM68_family_protein.faa	1	1	1	1	0	1	
14224_rpsO.faa	1	1	1	1	1	1	
14225_HEAT_repeat_domain-c...faa	1	1	1	1	1	1	
14226_allophycocyanin_subu...faa	1	1	1	1	1	1	
14227_PilT-PilU_family_typ...faa	0	1	1	1	1	1	
14228_folE.faa	0	0	1	1	1	0	
14229_SDR_family_oxidoredu...faa	1	0	1	1	1	1	
14230_ABC_transporter_ATP-...faa	0	1	1	1	1	1	
14231_chitin_deacetylase.faa	1	1	1	1	2	2	
14232_prmC.faa	1	1	1	1	1	1	
14233_HAMP_domain-containi...faa	0	0	1	1	1	0	
14234_psb27.faa	0	0	1	1	1	0	
14235_NnrU.faa	1	1	1	1	1	1	
14236_thioredoxin_family_p...faa	0	0	1	1	0	0	
14237_hydantoinase_B-oxopr...faa	0	0	1	1	0	0	
14238_hypothetical_protein.faa	0	0	1	1	0	0	
14239_PDZ_domain-containin...faa	0	0	1	1	0	0	
14240_pip.faa	1	1	1	1	1	0	
14241_glycoside_hydrolase.faa	1	1	1	1	1	1	
14242_HNH_endonuclease.faa	1	1	1	1	0	0	
14243_phycobiliprotein_lya...faa	1	1	1	1	1	1	
14244_AAA_family_ATPase.faa	1	1	1	1	0	1	
14245_glcD.faa	1	1	1	1	1	1	
14246_class_I_SAM-dependen...faa	1	1	1	1	1	1	
14247_rpmI.faa	1	1	1	1	1	1	
14248_rplT.faa	1	1	1	1	1	1	
14249_transporter_substrat...faa	1	1	1	1	1	1	
14250_purH.faa	1	1	1	1	1	1	
14251_MotA-TolQ-ExbB_proto...faa	2	2	1	1	1	1	
14252_biopolymer_transport...faa	1	1	1	1	1	0	
14253_argF.faa	1	1	1	1	1	1	
14254_S41_family_peptidase.faa	1	1	1	1	1	1	
14255_glutamate-5-semialde...faa	1	1	1	1	1	1	
14256_RNA-binding_protein.faa	1	1	1	1	1	1	
14257_DsbA_family_protein.faa	1	1	1	1	1	1	
14258_HNH_endonuclease.faa	0	0	0	1	1	0	
14259_sporulation_protein.faa	0	0	1	1	1	0	
14260_hypothetical_protein.faa	0	0	1	1	1	0	
14261_recJ.faa	0	1	1	1	1	1	
14262_metallophosphoestera...faa	0	0	1	1	1	0	
14263_rdgB.faa	1	1	1	1	1	1	
14264_hypothetical_protein.faa	0	0	1	1	0	0	
14265_tmk.faa	0	1	1	1	1	0	
14266_CHAD_domain-containi...faa	1	0	0	1	1	0	
14267_spermidine-putrescin...faa	1	1	1	1	0	0	
14268_chlorophyll_a-b-bind...faa	1	1	1	1	1	1	
14269_PAS_domain_S-box_pro...faa	1	0	1	1	0	0	
14270_hypothetical_protein.faa	0	0	1	1	0	0	
14271_hypothetical_protein.faa	0	0	0	1	0	0	
14272_tgt.faa	1	1	1	1	1	1	
14273_hypothetical_protein.faa	0	0	1	1	0	0	
14274_hypothetical_protein.faa	0	0	1	1	0	0	
14275_hypothetical_protein.faa	0	0	1	1	0	0	
14276_scpB.faa	1	1	1	1	1	1	
14277_peroxiredoxin.faa	1	1	1	1	1	1	
14278_hypothetical_protein.faa	1	1	0	1	1	1	
14279_mechanosensitive_ion...faa	0	1	0	1	0	0	
14280_alpha-beta_fold_hydr...faa	1	1	1	1	1	1	
14281_CPBP_family_intramem...faa	1	1	1	1	1	1	
14282_csaB.faa	1	1	1	1	1	1	
14283_PBP1A_family_penicil...faa	1	1	1	1	1	1	
14284_hypothetical_protein.faa	0	0	1	1	1	0	
14285_superoxide_dismutase.faa	1	2	1	1	1	1	
14286_serine-threonine_pro...faa	0	0	1	1	0	0	
14288_glyS.faa	1	1	1	1	1	1	
14289_fructosamine_kinase_...faa	1	1	1	1	1	1	
14290_hypothetical_protein.faa	1	1	1	1	1	1	
14291_ATP-GTP-binding_prot...faa	1	0	1	1	0	0	
14292_protoglobin_domain-c...faa	1	0	1	1	0	0	
14293_roadblock-LC7_domain...faa	2	0	1	1	0	0	
14294_DUF4388_domain-conta...faa	1	0	2	2	0	0	
14295_DUF4388_domain-conta...faa	0	0	0	1	0	0	
14297_heavy_metal_transloc...faa	1	1	1	1	0	1	
14298_hypothetical_protein.faa	0	0	1	1	0	0	
14299_fabF.faa	1	1	1	1	1	1	
14300_acyl_carrier_protein.faa	1	1	1	1	1	1	
14301_rpsF.faa	1	0	1	1	1	1	
14302_single-stranded_DNA-...faa	1	1	1	1	1	1	
14303_DUF2817_domain-conta...faa	0	0	1	1	0	0	
14304_universal_stress_pro...faa	0	1	1	1	1	0	
14305_DUF4340_domain-conta...faa	0	0	1	1	1	0	
14306_Gldg_family_protein.faa	0	0	1	1	1	0	
14307_ABC_transporter_perm...faa	0	0	1	1	1	0	
14308_ABC_transporter_ATP-...faa	1	0	1	1	1	0	
14309_purM.faa	1	1	1	1	1	1	
14310_response_regulator.faa	0	0	1	1	0	0	
14311_PAS_domain_S-box_pro...faa	0	0	1	1	0	0	
14312_ribose-phosphate_pyr...faa	1	1	1	1	1	1	
14313_ATP-binding_cassette...faa	0	1	1	1	0	0	
14314_TM2_domain-containin...faa	0	0	1	1	0	0	
14315_rodA.faa	1	1	1	1	1	1	
14316_cysteine_desulfurase.faa	1	1	1	1	1	1	
14317_CPP1-like_family_pro...faa	1	1	1	1	1	1	
14318_isoprenyl_transferas...faa	1	1	1	1	1	1	
14319_cdaA.faa	1	1	1	1	1	1	
14320_lysA.faa	1	1	1	1	1	1	
14321_miaB.faa	1	1	1	1	1	1	
14322_adenylosuccinate_syn...faa	1	1	1	1	1	1	
14323_S41_family_peptidase.faa	0	0	1	1	1	0	
14325_SH3_domain-containin...faa	0	0	0	1	0	0	
14326_smc.faa	1	1	1	1	1	1	
14327_rnpA.faa	1	1	1	1	0	1	
14328_rpmH.faa	0	0	1	1	0	0	
14330_photosystem_II_react...faa	0	0	0	0	1	0	
14338_hypothetical_protein.faa	0	0	0	0	1	0	
14340_SH3_domain-containin...faa	0	0	0	0	1	0	
14350_petC.faa	0	0	0	0	1	0	
14351_DUF2892_domain-conta...faa	0	0	0	0	1	0	
14352_hypothetical_protein.faa	0	0	0	0	1	0	
14353_hypothetical_protein.faa	0	0	0	0	1	0	
14356_FAD-dependent_oxidor...faa	0	0	0	0	1	0	
14357_pentapeptide_repeat-...faa	0	0	0	0	1	1	
14361_hemJ.faa	0	0	0	0	1	1	
14367_hypothetical_protein.faa	0	0	0	0	1	0	
14371_trypsin-like_peptida...faa	0	0	0	0	1	0	
14372_hypothetical_protein.faa	0	0	0	0	1	0	
14380_hypothetical_protein.faa	0	0	0	0	1	0	
14383_EAL_domain-containin...faa	0	0	0	0	1	0	
14384_GGDEF_and_EAL_domain...faa	0	0	0	0	1	0	
14387_hypothetical_protein.faa	0	0	0	0	1	0	
14394_IS4_family_transposa...faa	0	0	0	0	1	0	
14402_hypothetical_protein.faa	0	0	0	0	1	0	
14405_gshB.faa	0	0	0	0	1	0	
14406_flavohemoglobin_expr...faa	0	0	0	0	1	0	
14407_hypothetical_protein.faa	0	0	0	0	3	0	
14410_AMP-binding_protein.faa	0	0	0	0	1	0	
14411_3-hydroxyacyl-CoA_de...faa	0	0	0	0	1	0	
14412_acetyl-CoA_C-acyltra...faa	0	0	0	0	1	0	
14413_acyl-CoA_dehydrogena...faa	0	0	0	0	1	0	
14415_hypothetical_protein.faa	0	0	0	0	1	0	
14417_hypothetical_protein.faa	0	0	0	0	1	0	
14425_hypothetical_protein.faa	0	0	0	0	1	0	
14428_hypothetical_protein.faa	0	0	0	0	1	0	
14429_hypothetical_protein.faa	0	0	0	0	1	0	
14432_hypothetical_protein.faa	0	0	0	0	1	0	
14433_NblA-ycf18_family_pr...faa	0	0	0	0	3	0	
14434_hypothetical_protein.faa	0	0	0	0	2	0	
14435_response_regulator_t...faa	0	0	0	0	1	0	
14436_aminotransferase_cla...faa	0	0	0	0	2	0	
14438_trxA.faa	0	0	0	0	2	0	
14446_hypothetical_protein.faa	0	0	0	0	1	0	
14448_diguanylate_cyclase.faa	0	0	0	0	1	0	
14451_cyclic_nucleotide-bi...faa	0	0	0	0	1	0	
14453_S8_family_serine_pep...faa	0	0	0	0	1	0	
14454_hypothetical_protein.faa	0	0	0	0	1	0	
14456_hypothetical_protein.faa	0	0	0	0	1	0	
14457_hypothetical_protein.faa	0	0	0	0	1	0	
14458_hypothetical_protein.faa	0	0	0	0	1	0	
14459_type_II_secretion_sy...faa	0	0	0	0	1	0	
14460_alpha-beta_hydrolase...faa	0	0	0	0	1	0	
14462_cas10.faa	0	0	0	0	1	0	
14463_csm2.faa	0	0	0	0	1	0	
14464_csm3.faa	0	0	0	0	1	0	
14465_csm4.faa	0	0	0	0	1	0	
14466_hypothetical_protein.faa	0	0	0	0	1	0	
14467_csm5.faa	0	0	0	0	1	0	
14468_cas6.faa	0	0	0	0	1	0	
14469_hypothetical_protein.faa	0	0	0	0	1	0	
14470_hypothetical_protein.faa	0	0	0	0	1	0	
14471_hypothetical_protein.faa	0	0	0	0	1	0	
14474_hypothetical_protein.faa	0	0	0	0	1	0	
14476_Gfo-Idh-MocA_family_...faa	0	0	0	0	1	0	
14489_hypothetical_protein.faa	0	0	0	0	1	0	
14490_type_II_toxin-antito...faa	0	0	0	0	1	0	
14491_protein_kinase.faa	0	0	0	0	1	0	
14493_hypothetical_protein.faa	0	0	0	0	1	0	
14494_hypothetical_protein.faa	0	0	0	0	1	0	
14495_tetratricopeptide_re...faa	0	0	0	0	1	0	
14498_hypothetical_protein.faa	0	0	0	0	1	0	
14499_FecR_domain-containi...faa	0	0	0	0	1	0	
14503_trypsin-like_peptida...faa	0	0	0	0	1	0	
14504_hypothetical_protein.faa	0	0	0	0	1	0	
14506_Uma2_family_endonucl...faa	0	0	0	0	1	0	
14511_transposase.faa	0	0	0	0	1	0	
14512_hypothetical_protein.faa	0	0	0	0	1	0	
14519_hypothetical_protein.faa	0	0	0	0	1	0	
14520_pentapeptide_repeat-...faa	0	0	0	0	1	1	
14523_DUF4282_domain-conta...faa	0	0	0	0	1	0	
14524_hypothetical_protein.faa	0	0	0	0	1	0	
14525_RidA_family_protein.faa	0	0	0	0	2	0	
14526_Uma2_family_endonucl...faa	0	0	0	0	2	0	
14527_hypothetical_protein.faa	0	0	0	0	1	0	
14528_hypothetical_protein.faa	0	0	0	0	1	0	
14529_hypothetical_protein.faa	0	0	0	0	1	0	
14530_prevent-host-death_p...faa	0	0	0	0	1	1	
14531_hypothetical_protein.faa	0	0	0	0	1	0	
14537_hypothetical_protein.faa	0	0	0	0	1	0	
14538_hypothetical_protein.faa	0	0	0	0	1	0	
14540_sulfotransferase.faa	0	0	0	0	1	0	
14542_sulfotransferase_dom...faa	0	0	0	0	1	0	
14543_O-antigen_ligase_fam...faa	0	0	0	0	2	0	
14544_hypothetical_protein.faa	0	0	0	0	1	0	
14546_fatty_acid_desaturas...faa	0	0	0	0	1	0	
14549_tsaA.faa	0	0	0	0	1	0	
14552_hypothetical_protein.faa	0	0	0	0	1	0	
14553_hypothetical_protein.faa	0	0	0	0	1	0	
14559_HAMP_domain-containi...faa	0	0	0	0	2	0	
14560_blsG.faa	0	0	0	0	2	0	
14561_hypothetical_protein.faa	0	0	0	0	1	0	
14562_hypothetical_protein.faa	0	0	0	0	1	0	
14565_IS4_family_transposa...faa	0	0	0	0	1	0	
14566_IS4_family_transposa...faa	0	0	0	0	1	0	
14567_hypothetical_protein.faa	0	0	0	0	1	0	
14568_hypothetical_protein.faa	0	0	0	0	1	0	
14577_DEAD-DEAH_box_helica...faa	0	0	0	0	1	0	
14578_AbrB_family_transcri...faa	0	0	0	0	2	0	
14579_hypothetical_protein.faa	0	0	0	0	1	0	
14582_type_III_secretion_s...faa	0	0	0	0	1	0	
14583_NAD-P--FAD-dependent...faa	0	0	0	0	1	0	
14585_DUF4332_domain-conta...faa	0	0	0	0	1	0	
14587_hypothetical_protein.faa	0	0	0	0	1	0	
14588_toll-interleukin-1_r...faa	0	0	0	0	1	0	
14589_toll-interleukin-1_r...faa	0	0	0	0	1	0	
14591_DUF2062_domain-conta...faa	0	0	0	0	1	0	
14594_hypothetical_protein.faa	0	0	0	0	1	0	
14599_hypothetical_protein.faa	0	0	0	0	1	0	
14601_hypothetical_protein.faa	0	0	0	0	1	0	
14607_PEP-CTERM_sorting_do...faa	0	0	0	0	1	0	
14609_hypothetical_protein.faa	0	0	0	0	2	0	
14610_transposase.faa	0	0	0	0	1	0	
14611_hypothetical_protein.faa	0	0	0	0	3	0	
14612_hypothetical_protein.faa	0	0	0	0	1	0	
14613_PIN_domain-containin...faa	0	0	0	0	2	0	
14616_hypothetical_protein.faa	0	0	0	0	1	0	
14617_hypothetical_protein.faa	0	0	0	0	1	0	
14618_hypothetical_protein.faa	0	0	0	0	3	0	
14619_hypothetical_protein.faa	0	0	0	0	1	0	
14621_hypothetical_protein.faa	0	0	0	0	1	0	
14623_heparin_lyase_I_fami...faa	0	0	0	0	1	0	
14624_hypothetical_protein.faa	0	0	0	0	1	0	
14625_hypothetical_protein.faa	0	0	0	0	1	0	
14626_tyrosine-protein_kin...faa	0	0	0	0	1	0	
14627_O-antigen_ligase_fam...faa	0	0	0	0	1	0	
14628_glycosyltransferase.faa	0	0	0	0	1	0	
14629_glycosyltransferase.faa	0	0	0	0	1	0	
14630_glycosyltransferase_...faa	0	0	0	0	1	0	
14631_glycosyltransferase_...faa	0	0	0	0	1	0	
14633_hypothetical_protein.faa	0	0	0	0	1	0	
14637_DUF1565_domain-conta...faa	0	0	0	0	1	0	
14638_hypothetical_protein.faa	0	0	0	0	1	0	
14641_rpsU.faa	0	0	0	0	1	0	
14645_hypothetical_protein.faa	0	0	0	0	1	0	
14646_hypothetical_protein.faa	0	0	0	0	1	0	
14647_alpha-beta_hydrolase.faa	0	0	0	0	1	0	
14648_SLC13_family_permeas...faa	0	0	0	0	1	0	
14655_hypothetical_protein.faa	0	0	0	0	1	0	
14656_selD.faa	0	0	0	0	1	0	
14663_NAD-dependent_epimer...faa	0	0	0	0	1	0	
14667_nuclear_transport_fa...faa	0	0	0	0	1	0	
14670_NarK_family_nitrate-...faa	0	0	0	0	1	0	
14676_hypothetical_protein.faa	0	0	0	0	1	0	
14678_hypothetical_protein.faa	0	0	0	0	1	0	
14679_Uma2_family_endonucl...faa	0	0	0	0	1	0	
14685_cation-proton_antipo...faa	0	0	0	0	1	0	
14686_cation-proton_antipo...faa	0	0	0	0	1	0	
14689_sterol_desaturase_fa...faa	0	0	0	0	1	0	
14690_ABC_transporter_perm...faa	0	0	0	0	1	0	
14692_hypothetical_protein.faa	0	0	0	0	1	0	
14693_pentapeptide_repeat-...faa	0	0	0	0	1	0	
14694_sulfotransferase_fam...faa	0	0	0	0	3	0	
14696_hypothetical_protein.faa	0	0	0	0	1	0	
14702_hypothetical_protein.faa	0	0	0	0	1	0	
14703_-2Fe-2S-_ferredoxin_...faa	0	0	0	0	1	0	
14704_ornithine_cyclodeami...faa	0	0	0	0	1	0	
14706_NAD-P--FAD-dependent...faa	0	0	0	0	1	0	
14707_-2Fe-2S--binding_pro...faa	0	0	0	0	1	0	
14708_nucleotidyltransfera...faa	0	0	0	0	1	0	
14709_AbrB-MazE-SpoVT_fami...faa	0	0	0	0	1	0	
14710_type_II_toxin-antito...faa	0	0	0	0	1	0	
14711_dihydrofolate_reduct...faa	0	0	0	0	1	0	
14714_Uma2_family_endonucl...faa	0	0	0	0	1	0	
14715_TIR_domain-containin...faa	0	0	0	0	1	0	
14716_hypothetical_protein.faa	0	0	0	0	1	0	
14717_histidine_phosphatas...faa	0	0	0	0	1	0	
14718_pstC.faa	0	0	0	0	1	0	
14724_aspartate_1-decarbox...faa	0	0	0	0	1	0	
14726_pentapeptide_repeat-...faa	0	0	0	0	1	0	
14728_choice-of-anchor_I_f...faa	0	0	0	0	1	0	
14729_DoxX_family_membrane...faa	0	0	0	0	2	0	
14731_AsnC_family_transcri...faa	0	0	0	0	2	0	
14732_hypothetical_protein.faa	0	0	0	0	1	0	
14733_ectoine_synthase.faa	0	0	0	0	1	0	
14734_amidohydrolase_famil...faa	0	0	0	0	1	0	
14735_fatty_acid_desaturas...faa	0	0	0	0	1	0	
14736_EamA_family_transpor...faa	0	0	0	0	1	0	
14737_hypothetical_protein.faa	0	0	0	0	1	0	
14739_hypothetical_protein.faa	0	0	0	0	1	0	
14742_cation_diffusion_fac...faa	0	0	0	0	1	0	
14743_hypothetical_protein.faa	0	0	0	0	1	0	
14746_hypothetical_protein.faa	0	0	0	0	1	0	
14748_secondary_thiamine-p...faa	0	0	0	0	1	0	
14750_hypothetical_protein.faa	0	0	0	0	1	0	
14751_DNA_cytosine_methylt...faa	0	0	0	0	1	0	
14753_CoA-binding_protein.faa	0	0	0	0	1	0	
14754_DNA_cytosine_methylt...faa	0	0	0	0	1	0	
14755_BrnT_family_toxin.faa	0	0	0	0	1	0	
14756_BrnA_antitoxin_famil...faa	0	0	0	0	1	0	
14757_hypothetical_protein.faa	0	0	0	0	1	0	
14758_hypothetical_protein.faa	0	0	0	0	2	0	
14761_PAS_domain_S-box_pro...faa	0	0	0	0	1	0	
14763_ABC_transporter_subs...faa	0	0	0	0	2	0	
14764_sugar_ABC_transporte...faa	0	0	0	0	1	0	
14767_hypothetical_protein.faa	0	0	0	0	1	0	
14768_DNA-RNA_non-specific...faa	0	0	0	0	1	0	
14769_hypothetical_protein.faa	0	0	0	0	1	0	
14770_hypothetical_protein.faa	0	0	0	0	1	0	
14771_RHS_repeat-associate...faa	0	0	0	0	1	0	
14772_sel1_repeat_family_p...faa	0	0	0	0	1	0	
14773_hypothetical_protein.faa	0	0	0	0	2	1	
14774_hypothetical_protein.faa	0	0	0	0	1	0	
14776_tyrosine-type_recomb...faa	0	0	0	0	1	0	
14777_hypothetical_protein.faa	0	0	0	0	1	0	
14778_hypothetical_protein.faa	0	0	0	0	1	0	
14779_hypothetical_protein.faa	0	0	0	0	1	0	
14780_hypothetical_protein.faa	0	0	0	0	1	0	
14781_hypothetical_protein.faa	0	0	0	0	2	0	
14784_saccharopine_dehydro...faa	0	0	0	0	1	0	
14785_M23_family_metallope...faa	0	0	0	0	1	0	
14788_alpha-beta_hydrolase.faa	0	0	0	0	1	0	
14791_hypothetical_protein.faa	0	0	0	0	1	0	
14792_type_II_toxin-antito...faa	0	0	0	0	1	0	
14793_type_II_toxin-antito...faa	0	0	0	0	1	0	
14796_CHASE2_domain-contai...faa	0	0	0	0	1	0	
14802_hypothetical_protein.faa	0	0	0	0	1	0	
14806_DJ-1-PfpI_family_pro...faa	0	0	0	0	1	0	
14807_hypothetical_protein.faa	0	0	0	0	1	0	
14809_hypothetical_protein.faa	0	0	0	0	1	0	
14810_hypothetical_protein.faa	0	0	0	0	1	0	
14815_hypothetical_protein.faa	0	0	0	0	1	0	
14818_hypothetical_protein.faa	0	0	0	0	1	0	
14822_hypothetical_protein.faa	0	0	0	0	1	0	
14824_nucleotidyltransfera...faa	0	0	0	0	1	1	
14833_hypothetical_protein.faa	0	0	0	0	1	0	
14834_peptidylprolyl_isome...faa	0	0	0	0	1	0	
14846_pentapeptide_repeat-...faa	0	0	0	0	1	0	
14852_DHH_family_phosphoes...faa	0	0	0	0	1	0	
14857_thioredoxin_family_p...faa	0	0	0	0	1	0	
14859_hypothetical_protein.faa	0	0	0	0	1	0	
14861_DUF3153_domain-conta...faa	0	0	0	0	1	0	
14862_hypothetical_protein.faa	0	0	0	0	1	0	
14864_DUF350_domain-contai...faa	0	0	0	0	1	0	
14870_hypothetical_protein.faa	0	0	0	0	1	0	
14872_hypothetical_protein.faa	0	0	0	0	1	0	
14876_hypothetical_protein.faa	0	0	0	0	1	0	
14877_hypothetical_protein.faa	0	0	0	0	1	0	
14881_hypothetical_protein.faa	0	0	0	0	1	0	
14883_type_II_toxin-antito...faa	0	0	0	0	1	0	
14884_ATP-binding_protein.faa	0	0	0	0	1	0	
14886_response_regulator.faa	0	0	0	0	2	0	
14891_phycobilisome_linker...faa	0	0	0	0	1	0	
14893_DUF4127_family_prote...faa	0	0	0	0	1	0	
14897_hypothetical_protein.faa	0	0	0	0	1	0	
14898_AAA_family_ATPase.faa	0	0	0	0	1	1	
14902_ggt.faa	0	0	0	0	2	0	
14904_NAD-dependent_epimer...faa	0	0	0	0	2	0	
14906_PEP-CTERM_sorting_do...faa	0	0	0	0	1	0	
14910_hypothetical_protein.faa	0	0	0	0	1	0	
14913_hypothetical_protein.faa	0	0	0	0	1	0	
14915_hypothetical_protein.faa	0	0	0	0	1	0	
14916_pentapeptide_repeat-...faa	0	0	0	0	3	0	
14919_calcium-binding_prot...faa	0	0	0	0	1	0	
14924_hypothetical_protein.faa	0	0	0	0	1	0	
14930_site-2_protease_fami...faa	0	0	0	0	1	0	
14933_FAD-binding_oxidored...faa	0	0	0	0	1	0	
14944_hypothetical_protein.faa	0	0	0	0	1	0	
14947_phosphate-starvation...faa	0	0	0	0	1	0	
14951_DUF262_domain-contai...faa	0	0	0	0	1	0	
14952_sulfotransferase_dom...faa	0	0	0	0	1	0	
14954_cas6.faa	0	0	0	0	1	0	
14955_CRISPR-associated_he...faa	0	0	0	0	1	0	
14956_cas8a1.faa	0	0	0	0	1	0	
14958_cas7i.faa	0	0	0	0	1	0	
14959_cas5.faa	0	0	0	0	1	0	
14960_type_I-MYXAN_CRISPR-...faa	0	0	0	0	1	0	
14961_cas2.faa	0	0	0	0	1	0	
14965_hypothetical_protein.faa	0	0	0	0	1	0	
14967_hypothetical_protein.faa	0	0	0	0	1	0	
14969_D-Ala-D-Ala_carboxyp...faa	0	0	0	0	1	0	
14971_F0F1_ATP_synthase_su...faa	0	0	0	0	1	0	
14972_alternate_F1F0_ATPas...faa	0	0	0	0	1	0	
14973_hypothetical_protein.faa	0	0	0	0	1	0	
14974_F0F1_ATP_synthase_su...faa	0	0	0	0	1	0	
14975_F0F1_ATP_synthase_su...faa	0	0	0	0	1	0	
14976_ATP_synthase_subunit...faa	0	0	0	0	1	0	
14977_AtpZ-AtpI_family_pro...faa	0	0	0	0	1	0	
14978_F0F1_ATP_synthase_su...faa	0	0	0	0	1	0	
14979_atpD.faa	0	0	0	0	1	0	
14980_DUF4351_domain-conta...faa	0	0	0	0	13	0	
14983_hypothetical_protein.faa	0	0	0	0	1	0	
14991_hypothetical_protein.faa	0	0	0	0	1	0	
14992_hypothetical_protein.faa	0	0	0	0	1	0	
14993_hypothetical_protein.faa	0	0	0	0	1	0	
14994_hypothetical_protein.faa	0	0	0	0	1	0	
14995_hypothetical_protein.faa	0	0	0	0	1	0	
14996_tyrosinase_family_pr...faa	0	0	0	0	1	0	
